# t[days] Lbol[erg/s]
0.51724 2.71262e+40
1.03448 7.65437e+40
1.55172 7.65437e+40
2.06897 6.31434e+40
2.58621 5.37011e+40
3.10345 5.03127e+40
3.62069 4.82644e+40
4.13793 3.73169e+40
4.65517 3.56242e+40
5.17241 3.22410e+40
5.68966 3.03794e+40
6.20690 2.58618e+40
6.72414 2.24568e+40
7.24138 1.89029e+40
7.75862 1.65445e+40
8.27586 1.45025e+40
8.79310 1.25465e+40
9.31034 1.10147e+40
9.82759 9.63687e+39
10.34483 8.43142e+39
10.86207 7.37675e+39
11.37931 6.45401e+39
11.89655 5.64670e+39
12.41379 4.94037e+39
12.93103 4.32239e+39
13.44828 3.78171e+39
13.96552 3.30867e+39
14.48276 2.89479e+39
15.00000 2.53269e+39
