# t[days] u g r i z y J H K
0.51724 -11.665 -13.042 -12.934 -12.248 -12.035 -9.134 -11.605 -11.253 -3.434 
1.03448 -12.874 -13.365 -13.870 -14.375 -14.083 -14.455 -13.477 -14.483 -11.348 
1.55172 -12.999 -14.409 -14.963 -15.567 -15.647 -15.550 -15.188 -15.278 -14.094 
2.06897 -12.999 -14.409 -15.030 -15.584 -15.697 -15.793 -15.626 -15.381 -14.936 
2.58621 -12.498 -13.907 -15.030 -15.584 -15.697 -15.793 -15.632 -15.474 -14.936 
3.10345 -11.752 -13.224 -14.363 -15.192 -15.312 -15.558 -15.632 -15.474 -15.170 
3.62069 -11.070 -12.455 -13.688 -14.434 -14.898 -15.265 -15.456 -15.335 -14.991 
4.13793 -10.582 -12.146 -13.490 -14.378 -14.773 -15.074 -15.156 -15.178 -14.991 
4.65517 -9.900 -11.448 -12.884 -13.969 -14.494 -14.783 -15.040 -14.985 -14.972 
5.17241 -9.391 -11.112 -12.549 -13.511 -14.324 -14.602 -14.930 -14.869 -14.940 
5.68966 -8.716 -10.708 -12.371 -13.218 -14.144 -14.178 -14.722 -14.715 -14.723 
6.20690 -8.096 -9.802 -11.676 -12.842 -13.654 -14.027 -14.582 -14.683 -14.703 
6.72414 -7.401 -9.541 -11.129 -12.644 -13.311 -13.810 -14.341 -14.455 -14.393 
7.24138 -6.959 -8.900 -10.858 -11.960 -12.966 -13.463 -14.084 -14.198 -14.220 
7.75862 -6.379 -8.326 -10.259 -11.884 -12.748 -13.110 -13.714 -13.895 -14.093 
8.27586 -5.815 -8.052 -10.088 -11.462 -12.237 -12.922 -13.428 -13.859 -13.846 
8.79310 -5.320 -7.541 -9.769 -11.152 -12.013 -12.526 -13.290 -13.698 -13.845 
9.31034 -4.814 -6.978 -9.376 -10.900 -11.818 -12.329 -13.085 -13.529 -13.634 
9.82759 -4.080 -6.747 -8.713 -10.492 -11.584 -12.018 -12.883 -13.387 -13.506 
10.34483 -3.591 -6.472 -8.523 -10.265 -11.335 -11.872 -12.723 -13.154 -13.498 
10.86207 -3.074 -5.952 -8.457 -9.854 -11.081 -11.715 -12.553 -13.126 -13.254 
11.37931 -2.560 -5.494 -7.897 -9.662 -10.829 -11.494 -12.346 -13.023 -13.247 
11.89655 -1.953 -4.963 -7.556 -9.364 -10.626 -11.245 -12.149 -12.806 -13.166 
12.41379 -1.417 -4.679 -7.406 -9.205 -10.376 -11.056 -12.037 -12.707 -12.984 
12.93103 -0.918 -4.569 -6.924 -8.970 -10.220 -10.802 -12.004 -12.653 -12.909 
13.44828 -0.408 -3.696 -6.594 -8.630 -9.736 -10.521 -11.697 -12.425 -12.840 
13.96552 0.268 -3.238 -6.215 -8.350 -9.620 -10.386 -11.535 -12.218 -12.568 
14.48276 0.834 -2.630 -5.749 -8.078 -9.399 -10.135 -11.254 -12.110 -12.423 
15.00000 0.834 -2.181 -5.362 -7.590 -9.030 -9.744 -11.127 -11.834 -12.344 
