# t[days] Lbol[erg/s]
0.51724 2.06621e+41
1.03448 3.23188e+41
1.55172 3.94747e+41
2.06897 3.94747e+41
2.58621 3.17928e+41
3.10345 2.31901e+41
3.62069 1.62294e+41
4.13793 1.21420e+41
4.65517 8.59703e+40
5.17241 6.43381e+40
5.68966 4.97126e+40
6.20690 4.11720e+40
6.72414 3.41752e+40
7.24138 2.85173e+40
7.75862 2.36457e+40
8.27586 2.00761e+40
8.79310 1.76105e+40
9.31034 1.48689e+40
9.82759 1.35985e+40
10.34483 1.24367e+40
10.86207 1.13741e+40
11.37931 1.04023e+40
11.89655 9.51350e+39
12.41379 8.70067e+39
12.93103 7.95728e+39
13.44828 7.27741e+39
13.96552 6.65563e+39
14.48276 6.08697e+39
15.00000 5.56690e+39
