# t[days] u g r i z y J H K
0.51724 -10.189 -11.099 -11.245 -11.767 -11.723 -11.705 -11.285 -10.785 -9.898 
1.03448 -10.189 -11.099 -11.318 -11.847 -11.970 -11.955 -11.639 -11.420 -11.228 
1.55172 -8.909 -10.424 -11.318 -11.847 -11.970 -11.955 -11.639 -11.420 -11.228 
2.06897 -7.405 -9.433 -10.486 -11.038 -11.256 -11.340 -11.347 -11.323 -10.961 
2.58621 -6.030 -8.381 -9.694 -10.395 -10.577 -10.646 -10.871 -10.808 -10.655 
3.10345 -4.830 -7.372 -8.970 -9.733 -10.082 -10.263 -10.501 -10.660 -10.525 
3.62069 -3.151 -6.417 -8.239 -9.098 -9.640 -9.868 -10.053 -10.297 -10.277 
4.13793 -0.822 -5.784 -7.458 -8.641 -8.973 -9.385 -9.787 -10.140 -10.269 
4.65517 0.605 -4.616 -6.571 -8.029 -8.556 -8.783 -9.554 -9.879 -10.090 
5.17241 2.207 -3.711 -6.017 -7.330 -8.028 -8.421 -9.148 -9.699 -9.952 
5.68966 3.809 -3.492 -5.362 -6.831 -7.613 -7.893 -8.807 -9.437 -9.814 
6.20690 5.411 -2.815 -4.648 -6.101 -7.005 -7.556 -8.411 -9.304 -9.665 
6.72414 7.012 -1.171 -3.876 -5.644 -6.409 -7.048 -8.072 -9.045 -9.448 
7.24138 8.614 -0.597 -3.062 -4.873 -5.955 -6.387 -7.795 -8.791 -9.399 
7.75862 10.216 3.740 -2.636 -4.325 -5.500 -6.196 -7.495 -8.532 -9.113 
8.27586 11.818 5.230 -1.671 -4.053 -5.328 -5.486 -7.173 -8.362 -8.953 
8.79310 13.420 6.720 -0.989 -3.018 -4.068 -5.062 -6.676 -7.928 -8.794 
9.31034 15.022 8.210 0.457 -2.742 -3.735 -4.744 -6.424 -7.709 -8.697 
9.82759 16.624 9.700 1.324 -2.599 -3.576 -4.475 -6.119 -7.613 -8.515 
10.34483 18.226 11.190 2.190 -2.096 -2.562 -4.073 -5.572 -7.180 -8.440 
10.86207 19.828 12.681 3.057 -0.710 -1.947 -3.304 -5.193 -7.179 -8.114 
11.37931 21.430 14.171 3.924 -0.392 0.499 -2.517 -5.138 -6.759 -7.883 
11.89655 23.032 15.661 4.790 -0.392 1.412 -2.268 -4.485 -6.291 -7.664 
12.41379 24.634 17.151 5.657 -0.257 2.325 -1.198 -4.285 -6.290 -7.549 
12.93103 26.236 18.641 6.523 -0.251 3.238 -0.558 -3.671 -6.194 -7.215 
13.44828 27.837 20.132 7.390 0.234 4.152 2.392 -3.436 -5.659 -7.112 
13.96552 29.439 21.622 8.257 0.423 5.065 3.531 -3.162 -5.192 -6.802 
14.48276 31.041 23.112 9.123 0.612 5.978 4.670 -1.886 -4.782 -6.581 
15.00000 31.041 23.112 9.123 0.612 5.978 4.670 -1.608 -4.095 -5.634 
