# t[days] Lbol[erg/s]
0.51724 1.89836e+41
1.03448 2.16626e+41
1.55172 2.16626e+41
2.06897 1.08423e+41
2.58621 6.03791e+40
3.10345 3.72130e+40
3.62069 2.55134e+40
4.13793 1.78615e+40
4.65517 1.37645e+40
5.17241 1.13376e+40
5.68966 9.54912e+39
6.20690 7.84645e+39
6.72414 6.45131e+39
7.24138 5.51221e+39
7.75862 4.84666e+39
8.27586 4.24462e+39
8.79310 3.77600e+39
9.31034 3.27532e+39
9.82759 2.89214e+39
10.34483 2.55379e+39
10.86207 2.25502e+39
11.37931 1.99120e+39
11.89655 1.75825e+39
12.41379 1.55255e+39
12.93103 1.37092e+39
13.44828 1.21053e+39
13.96552 1.06891e+39
14.48276 9.43857e+38
15.00000 8.33435e+38
