# t[days] Lbol[erg/s]
0.51724 9.71233e+40
1.03448 1.49504e+41
1.55172 1.49504e+41
2.06897 1.28228e+41
2.58621 1.13925e+41
3.10345 1.02659e+41
3.62069 8.94724e+40
4.13793 7.74992e+40
4.65517 6.88458e+40
5.17241 5.59060e+40
5.68966 4.46621e+40
6.20690 3.76315e+40
6.72414 3.21622e+40
7.24138 2.88614e+40
7.75862 2.45155e+40
8.27586 2.04193e+40
8.79310 1.82312e+40
9.31034 1.58213e+40
9.82759 1.47045e+40
10.34483 1.36665e+40
10.86207 1.27018e+40
11.37931 1.18051e+40
11.89655 1.09718e+40
12.41379 1.01973e+40
12.93103 9.47749e+39
13.44828 8.80847e+39
13.96552 8.18668e+39
14.48276 7.60878e+39
15.00000 7.07168e+39
