# t[days] Lbol[erg/s]
0.51724 1.44588e+36
1.03448 6.24052e+40
1.55172 6.24052e+40
2.06897 6.87874e+40
2.58621 1.33284e+41
3.10345 1.41060e+41
3.62069 1.41060e+41
4.13793 1.38199e+41
4.65517 1.20503e+41
5.17241 9.54059e+40
5.68966 6.15928e+40
6.20690 5.16662e+40
6.72414 3.92643e+40
7.24138 3.10118e+40
7.75862 2.00997e+40
8.27586 1.48596e+40
8.79310 1.19167e+40
9.31034 8.17001e+39
9.82759 6.45868e+39
10.34483 5.10582e+39
10.86207 4.03633e+39
11.37931 3.19086e+39
11.89655 2.52249e+39
12.41379 1.99412e+39
12.93103 1.57642e+39
13.44828 1.24622e+39
13.96552 9.85179e+38
14.48276 7.78819e+38
15.00000 6.15684e+38
