# t[days] Lbol[erg/s]
0.51724 3.22128e+40
1.03448 3.22128e+40
1.55172 1.60423e+40
2.06897 7.44080e+39
2.58621 4.26837e+39
3.10345 2.83258e+39
3.62069 2.02414e+39
4.13793 1.53871e+39
4.65517 1.27020e+39
5.17241 1.02528e+39
5.68966 8.21760e+38
6.20690 6.98561e+38
6.72414 5.93662e+38
7.24138 4.96875e+38
7.75862 4.43970e+38
8.27586 3.89836e+38
8.79310 3.38448e+38
9.31034 3.00176e+38
9.82759 2.60946e+38
10.34483 2.26842e+38
10.86207 1.97195e+38
11.37931 1.71423e+38
11.89655 1.49020e+38
12.41379 1.29544e+38
12.93103 1.12614e+38
13.44828 9.78958e+37
13.96552 8.51016e+37
14.48276 7.39794e+37
15.00000 6.43109e+37
