# t[days] u g r i z y J H K
0.51724 -11.302 -12.570 -12.875 -13.116 -13.178 -13.037 -12.539 -11.972 -11.396 
1.03448 -11.302 -12.570 -12.875 -13.116 -13.178 -13.037 -12.539 -12.252 -11.829 
1.55172 -9.352 -11.198 -12.033 -12.520 -12.646 -12.580 -12.417 -12.252 -11.829 
2.06897 -7.620 -9.846 -10.950 -11.561 -11.750 -11.848 -11.846 -11.545 -11.283 
2.58621 -5.958 -8.857 -10.236 -10.894 -11.253 -11.327 -11.212 -11.231 -11.003 
3.10345 -5.034 -7.840 -9.265 -10.172 -10.491 -10.622 -10.877 -10.843 -10.695 
3.62069 -3.775 -6.930 -8.713 -9.542 -9.974 -10.215 -10.444 -10.557 -10.544 
4.13793 -2.167 -6.298 -8.087 -8.982 -9.561 -9.749 -10.127 -10.258 -10.360 
4.65517 -0.811 -5.527 -7.328 -8.488 -8.928 -9.313 -9.767 -10.086 -10.267 
5.17241 0.983 -4.696 -6.674 -7.933 -8.590 -8.849 -9.423 -9.894 -10.118 
5.68966 2.371 -4.184 -6.314 -7.457 -8.157 -8.527 -9.170 -9.769 -9.988 
6.20690 3.760 -3.364 -5.385 -6.773 -7.629 -7.950 -8.808 -9.558 -9.835 
6.72414 5.148 -2.714 -4.708 -6.193 -6.972 -7.488 -8.566 -9.261 -9.584 
7.24138 6.536 -1.049 -4.332 -5.642 -6.440 -6.968 -8.147 -9.006 -9.541 
7.75862 7.925 -0.029 -3.418 -4.785 -6.074 -6.542 -7.868 -8.838 -9.304 
8.27586 9.313 1.173 -2.619 -4.367 -5.649 -6.130 -7.414 -8.608 -9.300 
8.79310 10.701 2.244 -2.128 -3.991 -5.097 -5.696 -7.279 -8.365 -9.007 
9.31034 12.089 3.315 -1.499 -2.701 -4.077 -5.320 -6.710 -8.061 -8.851 
9.82759 13.478 4.387 0.436 -2.638 -3.150 -4.571 -6.301 -7.933 -8.651 
10.34483 14.866 5.458 1.390 -2.609 -3.146 -4.168 -6.294 -7.587 -8.578 
10.86207 16.254 6.529 2.343 -1.851 -2.343 -3.945 -5.801 -7.353 -8.371 
11.37931 17.643 7.600 3.297 7.572 -2.112 -3.151 -5.343 -7.102 -8.187 
11.89655 19.031 8.672 4.250 9.884 1.039 -3.009 -5.259 -6.730 -7.950 
12.41379 20.419 9.743 5.204 12.197 2.062 -2.822 -4.813 -6.599 -7.782 
12.93103 21.807 10.814 6.158 14.509 3.085 -2.822 -4.400 -6.391 -7.707 
13.44828 23.196 11.886 7.111 16.822 4.108 -2.391 -3.848 -6.203 -7.455 
13.96552 24.584 12.957 8.065 19.134 5.132 -0.947 -3.615 -5.651 -7.197 
14.48276 25.972 14.028 9.018 21.447 6.155 6.422 -2.770 -5.132 -6.756 
15.00000 25.972 14.028 9.018 21.447 6.155 6.422 -2.659 -4.626 -6.418 
