# t[days] Lbol[erg/s]
0.51724 1.55821e+41
1.03448 2.55685e+41
1.55172 4.35539e+41
2.06897 5.17989e+41
2.58621 5.17989e+41
3.10345 4.44504e+41
3.62069 3.41844e+41
4.13793 2.71577e+41
4.65517 2.15353e+41
5.17241 1.66681e+41
5.68966 1.31412e+41
6.20690 1.05039e+41
6.72414 6.87167e+40
7.24138 4.69886e+40
7.75862 3.80515e+40
8.27586 2.89448e+40
8.79310 1.94767e+40
9.31034 1.56842e+40
9.82759 8.44355e+39
10.34483 4.54556e+39
10.86207 2.44709e+39
11.37931 1.31738e+39
11.89655 7.09208e+38
12.41379 3.81800e+38
12.93103 2.05541e+38
13.44828 1.10652e+38
13.96552 5.95692e+37
14.48276 3.20689e+37
15.00000 1.72642e+37
