# t[days] Lbol[erg/s]
0.51724 1.27808e+41
1.03448 3.68313e+41
1.55172 6.75968e+41
2.06897 6.75968e+41
2.58621 6.08485e+41
3.10345 4.89274e+41
3.62069 3.84152e+41
4.13793 2.93296e+41
4.65517 2.42273e+41
5.17241 1.95518e+41
5.68966 1.67229e+41
6.20690 1.32051e+41
6.72414 1.06178e+41
7.24138 9.23739e+40
7.75862 7.90069e+40
8.27586 6.39992e+40
8.79310 5.44629e+40
9.31034 4.60445e+40
9.82759 4.04394e+40
10.34483 3.55167e+40
10.86207 3.11932e+40
11.37931 2.73960e+40
11.89655 2.40611e+40
12.41379 2.11321e+40
12.93103 1.85597e+40
13.44828 1.63004e+40
13.96552 1.43161e+40
14.48276 1.25734e+40
15.00000 1.10428e+40
