# t[days] Lbol[erg/s]
0.51724 3.38350e+40
1.03448 3.38350e+40
1.55172 1.28487e+40
2.06897 6.12513e+39
2.58621 3.76265e+39
3.10345 2.76624e+39
3.62069 1.97507e+39
4.13793 1.51170e+39
4.65517 1.15096e+39
5.17241 9.18253e+38
5.68966 7.63265e+38
6.20690 6.61483e+38
6.72414 5.24427e+38
7.24138 4.43557e+38
7.75862 3.73466e+38
8.27586 3.32206e+38
8.79310 3.02220e+38
9.31034 2.55566e+38
9.82759 2.14667e+38
10.34483 1.80312e+38
10.86207 1.51456e+38
11.37931 1.27217e+38
11.89655 1.06858e+38
12.41379 8.97568e+37
12.93103 7.53925e+37
13.44828 6.33270e+37
13.96552 5.31924e+37
14.48276 4.46797e+37
15.00000 3.75293e+37
