# t[days] Lbol[erg/s]
0.51724 2.16476e+41
1.03448 2.55329e+41
1.55172 5.49974e+41
2.06897 5.49974e+41
2.58621 4.34408e+41
3.10345 3.33011e+41
3.62069 2.80091e+41
4.13793 2.15253e+41
4.65517 1.69446e+41
5.17241 1.30765e+41
5.68966 1.00922e+41
6.20690 8.69798e+40
6.72414 7.01181e+40
7.24138 5.79821e+40
7.75862 4.87425e+40
8.27586 4.18885e+40
8.79310 3.49101e+40
9.31034 3.02809e+40
9.82759 2.64099e+40
10.34483 2.30338e+40
10.86207 2.00892e+40
11.37931 1.75211e+40
11.89655 1.52813e+40
12.41379 1.33278e+40
12.93103 1.16240e+40
13.44828 1.01380e+40
13.96552 8.84202e+39
14.48276 7.71169e+39
15.00000 6.72586e+39
