# t[days] u g r i z y J H K
0.51724 -12.674 -13.771 -14.407 -13.319 -13.732 -13.598 -13.792 -12.695 -13.121 
1.03448 -12.674 -13.771 -14.407 -14.949 -14.921 -14.944 -14.835 -14.701 -14.367 
1.55172 -11.121 -12.743 -14.223 -14.949 -14.929 -15.209 -15.265 -14.998 -14.927 
2.06897 -9.112 -11.765 -13.620 -14.612 -14.929 -15.209 -15.265 -15.232 -15.028 
2.58621 -7.998 -11.112 -12.920 -14.028 -14.537 -14.764 -15.177 -15.232 -15.047 
3.10345 -5.692 -9.867 -12.164 -13.329 -13.889 -14.399 -14.807 -15.053 -15.047 
3.62069 -3.878 -8.988 -11.282 -12.771 -13.483 -13.856 -14.468 -14.834 -14.903 
4.13793 -1.076 -7.831 -10.502 -12.093 -12.818 -13.333 -14.004 -14.567 -14.815 
4.65517 0.288 -6.535 -9.686 -11.114 -12.238 -12.825 -13.766 -14.222 -14.535 
5.17241 2.168 -6.066 -8.755 -10.390 -11.496 -12.226 -13.242 -13.863 -14.341 
5.68966 4.048 -5.090 -8.041 -10.017 -10.786 -11.680 -12.860 -13.646 -14.060 
6.20690 5.928 -3.205 -7.401 -9.208 -10.128 -11.013 -12.440 -13.267 -13.875 
6.72414 7.809 0.608 -5.258 -8.115 -9.761 -10.300 -11.946 -12.878 -13.673 
7.24138 9.689 2.296 -5.258 -7.613 -9.602 -10.285 -11.363 -12.789 -13.478 
7.75862 11.569 3.984 -4.021 -7.280 -8.242 -9.242 -11.068 -12.470 -13.290 
8.27586 13.449 5.672 -0.819 -6.862 -7.846 -8.876 -10.889 -12.178 -12.984 
8.79310 15.329 7.360 -0.819 -5.102 -5.776 -8.289 -10.288 -11.833 -12.762 
9.31034 17.209 9.048 -0.945 -4.905 -5.343 -7.476 -9.853 -11.585 -12.623 
9.82759 19.089 10.736 -0.945 2.395 -5.297 -7.104 -9.439 -11.247 -12.496 
10.34483 20.969 12.424 8.117 4.396 -5.297 -6.601 -8.881 -10.932 -11.983 
10.86207 22.849 14.112 10.803 6.398 -5.297 -6.601 -8.794 -10.519 -11.857 
11.37931 24.729 15.799 13.488 8.399 -4.254 -4.212 -7.918 -10.131 -11.555 
11.89655 26.610 17.487 16.174 10.401 2.667 -4.212 -7.473 -10.031 -11.202 
12.41379 28.490 19.175 18.860 12.402 4.205 -5.106 -6.345 -9.342 -10.836 
12.93103 30.370 20.863 21.545 14.404 5.742 -5.106 -6.143 -9.261 -10.562 
13.44828 32.250 22.551 24.231 16.405 7.280 -4.498 -5.389 -8.258 -10.472 
13.96552 34.130 24.239 26.916 18.407 8.817 -3.888 -5.389 -8.258 -9.804 
14.48276 36.010 25.927 29.602 20.408 10.355 -3.276 -5.397 -8.258 -9.804 
15.00000 36.010 25.927 29.602 20.408 10.355 -2.665 -5.397 -7.624 -9.692 
