# t[days] u g r i z y J H K
0.51724 -10.403 -11.988 -11.969 -12.442 -9.413 -10.132 -11.531 -7.827 -5.925 
1.03448 -11.124 -11.988 -12.336 -12.442 -12.689 -12.808 -12.515 -12.097 -11.594 
1.55172 -11.124 -11.682 -12.336 -12.394 -12.689 -12.808 -12.515 -12.161 -11.631 
2.06897 -10.137 -10.943 -11.626 -12.040 -11.896 -12.102 -12.206 -12.097 -11.678 
2.58621 -8.857 -9.973 -10.929 -11.599 -11.662 -11.577 -12.058 -12.030 -11.920 
3.10345 -7.266 -8.976 -10.247 -11.092 -11.135 -11.418 -11.702 -12.000 -11.920 
3.62069 -5.968 -7.902 -9.589 -10.399 -11.025 -11.124 -11.457 -11.894 -11.887 
4.13793 -4.595 -7.216 -9.165 -10.099 -10.400 -10.606 -11.217 -11.526 -11.794 
4.65517 -3.432 -6.699 -8.705 -9.571 -10.003 -10.339 -10.845 -11.243 -11.569 
5.17241 -1.883 -5.225 -7.584 -9.118 -9.415 -9.872 -10.622 -11.170 -11.559 
5.68966 -0.832 -4.958 -7.502 -8.508 -9.170 -9.487 -10.489 -10.977 -11.359 
6.20690 0.078 -4.504 -6.724 -8.133 -9.143 -9.304 -10.374 -10.893 -11.336 
6.72414 1.288 -3.353 -6.671 -7.771 -8.501 -8.847 -9.733 -10.734 -11.274 
7.24138 2.497 -2.804 -5.956 -7.517 -8.250 -8.562 -9.647 -10.385 -11.176 
7.75862 3.706 -1.972 -5.672 -6.805 -7.754 -8.371 -9.506 -10.357 -11.097 
8.27586 4.915 -1.847 -5.032 -6.774 -7.395 -7.730 -9.279 -10.135 -10.791 
8.79310 6.124 -1.057 -4.609 -6.111 -7.067 -7.658 -9.104 -10.016 -10.768 
9.31034 7.334 -1.008 -4.239 -5.796 -6.726 -7.414 -8.556 -9.836 -10.459 
9.82759 8.543 0.300 -3.975 -4.833 -5.576 -6.794 -8.524 -9.586 -10.274 
10.34483 9.752 1.030 -3.215 -4.787 -5.150 -6.704 -7.999 -9.369 -10.082 
10.86207 10.961 1.761 0.230 -3.332 -4.542 -6.297 -7.526 -8.818 -9.720 
11.37931 12.170 2.491 1.282 -2.582 -4.398 -4.604 -7.165 -8.244 -9.276 
11.89655 13.379 3.222 2.335 -2.444 -3.871 -3.907 -6.495 -7.737 -8.740 
12.41379 14.589 3.953 3.387 0.141 -2.120 -3.254 -5.401 -7.171 -7.976 
12.93103 15.798 4.683 4.439 1.127 -1.935 -2.185 -4.829 -6.711 -7.855 
13.44828 17.007 5.414 5.492 2.112 -1.251 -1.140 -4.741 -6.239 -7.061 
13.96552 18.216 6.144 6.544 3.098 0.443 -0.849 -4.098 -5.663 -6.901 
14.48276 19.425 6.875 7.596 4.084 1.306 0.967 -3.161 -4.696 -6.601 
15.00000 19.425 6.875 7.596 4.084 1.306 0.967 -2.646 -4.584 -6.423 
