# t[days] Lbol[erg/s]
0.51724 1.26473e+40
1.03448 1.26473e+40
1.55172 5.96134e+39
2.06897 4.22640e+39
2.58621 3.09707e+39
3.10345 2.11172e+39
3.62069 1.57241e+39
4.13793 1.27385e+39
4.65517 1.01028e+39
5.17241 8.30112e+38
5.68966 7.09840e+38
6.20690 5.69202e+38
6.72414 4.88806e+38
7.24138 4.22403e+38
7.75862 3.60923e+38
8.27586 3.15019e+38
8.79310 2.81447e+38
9.31034 2.33809e+38
9.82759 2.07113e+38
10.34483 1.83466e+38
10.86207 1.62518e+38
11.37931 1.43962e+38
11.89655 1.27525e+38
12.41379 1.12965e+38
12.93103 1.00067e+38
13.44828 8.86414e+37
13.96552 7.85206e+37
14.48276 6.95553e+37
15.00000 6.16137e+37
