# t[days] Lbol[erg/s]
0.51724 3.68209e+40
1.03448 1.63362e+41
1.55172 2.12362e+41
2.06897 2.12362e+41
2.58621 1.94491e+41
3.10345 1.79183e+41
3.62069 1.42550e+41
4.13793 1.23580e+41
4.65517 1.13330e+41
5.17241 9.26625e+40
5.68966 8.52819e+40
6.20690 6.95331e+40
6.72414 6.53826e+40
7.24138 5.44952e+40
7.75862 4.68811e+40
8.27586 4.10954e+40
8.79310 3.66639e+40
9.31034 3.37348e+40
9.82759 3.00318e+40
10.34483 2.67354e+40
10.86207 2.38007e+40
11.37931 2.11882e+40
11.89655 1.88624e+40
12.41379 1.67920e+40
12.93103 1.49488e+40
13.44828 1.33079e+40
13.96552 1.18471e+40
14.48276 1.05467e+40
15.00000 9.38904e+39
