# t[days] Lbol[erg/s]
0.51724 1.96802e+41
1.03448 4.49369e+41
1.55172 4.49369e+41
2.06897 4.43516e+41
2.58621 3.54268e+41
3.10345 3.05682e+41
3.62069 2.35764e+41
4.13793 1.77543e+41
4.65517 1.35512e+41
5.17241 1.10533e+41
5.68966 8.69429e+40
6.20690 6.83077e+40
6.72414 5.60846e+40
7.24138 4.74847e+40
7.75862 3.88785e+40
8.27586 3.23387e+40
8.79310 2.86853e+40
9.31034 2.34870e+40
9.82759 2.05950e+40
10.34483 1.80591e+40
10.86207 1.58355e+40
11.37931 1.38856e+40
11.89655 1.21759e+40
12.41379 1.06767e+40
12.93103 9.36203e+39
13.44828 8.20927e+39
13.96552 7.19845e+39
14.48276 6.31210e+39
15.00000 5.53488e+39
