# t[days] Lbol[erg/s]
0.51724 1.43103e+41
1.03448 1.92476e+41
1.55172 1.92476e+41
2.06897 1.80353e+41
2.58621 1.58441e+41
3.10345 1.52274e+41
3.62069 1.39319e+41
4.13793 1.28365e+41
4.65517 1.15430e+41
5.17241 1.00520e+41
5.68966 8.84339e+40
6.20690 7.57279e+40
6.72414 6.76876e+40
7.24138 5.89256e+40
7.75862 5.13461e+40
8.27586 4.55384e+40
8.79310 3.85814e+40
9.31034 3.73049e+40
9.82759 3.14979e+40
10.34483 2.65948e+40
10.86207 2.24550e+40
11.37931 1.89596e+40
11.89655 1.60083e+40
12.41379 1.35164e+40
12.93103 1.14124e+40
13.44828 9.63588e+39
13.96552 8.13592e+39
14.48276 6.86946e+39
15.00000 5.80014e+39
