# t[days] u g r i z y J H K
0.51724 -11.484 -13.038 -13.458 -13.478 -12.968 -12.673 -13.063 -12.245 -11.350 
1.03448 -11.484 -13.038 -13.458 -13.931 -14.221 -14.286 -14.210 -13.830 -13.591 
1.55172 -9.465 -12.024 -13.291 -13.931 -14.221 -14.286 -14.210 -13.982 -14.024 
2.06897 -7.506 -10.516 -12.086 -13.003 -13.348 -13.767 -14.011 -13.982 -14.024 
2.58621 -4.484 -9.231 -10.934 -12.088 -12.492 -12.951 -13.300 -13.588 -13.925 
3.10345 -3.346 -7.289 -9.555 -10.963 -11.727 -11.968 -12.824 -13.264 -13.485 
3.62069 0.655 -6.027 -8.478 -9.883 -10.745 -11.336 -12.133 -12.829 -13.125 
4.13793 3.083 -3.954 -7.342 -9.128 -9.798 -10.368 -11.487 -12.512 -12.827 
4.65517 5.510 -3.550 -6.036 -7.797 -8.754 -9.774 -10.928 -11.911 -12.621 
5.17241 7.938 -2.043 -4.916 -6.539 -8.429 -9.358 -10.292 -11.438 -12.322 
5.68966 10.366 -0.534 -4.822 -6.432 -7.219 -8.396 -9.934 -11.047 -12.039 
6.20690 12.794 0.977 0.624 -5.447 -6.362 -7.160 -9.412 -10.684 -11.760 
6.72414 15.221 2.378 2.444 4.521 -4.803 -6.306 -8.541 -10.364 -11.451 
7.24138 17.649 3.779 4.264 7.251 -4.803 -5.378 -7.988 -9.801 -11.205 
7.75862 20.077 5.180 6.085 9.981 -4.752 -5.178 -7.426 -9.303 -10.765 
8.27586 22.505 6.580 7.905 12.710 -4.205 -3.207 -6.438 -8.843 -10.363 
8.79310 24.932 7.981 9.725 15.440 -3.575 0.639 -6.318 -8.676 -10.055 
9.31034 27.360 9.382 11.545 18.170 -3.519 2.198 -5.975 -7.879 -9.856 
9.82759 29.788 10.783 13.366 20.900 -2.795 3.758 -4.795 -7.855 -9.654 
10.34483 32.216 12.184 15.186 23.629 -2.196 5.318 -4.496 -6.996 -9.085 
10.86207 34.643 13.585 17.006 26.359 -1.607 6.878 1.112 -6.804 -8.781 
11.37931 37.071 14.986 18.827 29.089 -1.029 8.437 2.622 -6.220 -8.560 
11.89655 39.499 16.386 20.647 31.819 -0.462 9.997 4.132 -5.581 -7.741 
12.41379 41.927 17.787 22.467 34.548 0.096 11.557 5.642 -3.957 -7.423 
12.93103 44.354 19.188 24.287 37.278 0.674 13.117 7.151 -3.957 -7.005 
13.44828 46.782 20.589 26.108 40.008 1.252 14.677 8.661 -3.957 -6.871 
13.96552 49.210 21.990 27.928 42.738 1.830 16.236 10.171 5.336 -5.897 
14.48276 51.638 23.391 29.748 45.467 2.408 17.796 11.681 7.647 -5.781 
15.00000 51.638 23.391 29.748 45.467 2.408 17.796 11.681 7.647 -5.305 
