# t[days] Lbol[erg/s]
0.51724 1.56072e+41
1.03448 4.65577e+41
1.55172 4.68244e+41
2.06897 4.68244e+41
2.58621 4.45413e+41
3.10345 3.96109e+41
3.62069 3.58008e+41
4.13793 3.08262e+41
4.65517 2.59969e+41
5.17241 2.13645e+41
5.68966 1.82114e+41
6.20690 1.55514e+41
6.72414 1.28677e+41
7.24138 1.10085e+41
7.75862 9.32618e+40
8.27586 8.28099e+40
8.79310 7.21572e+40
9.31034 6.34440e+40
9.82759 5.66770e+40
10.34483 5.06318e+40
10.86207 4.52314e+40
11.37931 4.04069e+40
11.89655 3.60971e+40
12.41379 3.22469e+40
12.93103 2.88075e+40
13.44828 2.57348e+40
13.96552 2.29899e+40
14.48276 2.05378e+40
15.00000 1.83472e+40
