# t[days] Lbol[erg/s]
0.51724 2.46553e+40
1.03448 2.46553e+40
1.55172 9.89417e+39
2.06897 5.55358e+39
2.58621 3.58239e+39
3.10345 2.49088e+39
3.62069 1.74479e+39
4.13793 1.34405e+39
4.65517 1.10204e+39
5.17241 8.66203e+38
5.68966 7.21179e+38
6.20690 5.90612e+38
6.72414 4.87313e+38
7.24138 4.14954e+38
7.75862 3.54084e+38
8.27586 3.06678e+38
8.79310 2.69111e+38
9.31034 2.39740e+38
9.82759 1.99029e+38
10.34483 1.65230e+38
10.86207 1.37171e+38
11.37931 1.13877e+38
11.89655 9.45392e+37
12.41379 7.84849e+37
12.93103 6.51568e+37
13.44828 5.40921e+37
13.96552 4.49064e+37
14.48276 3.72806e+37
15.00000 3.09497e+37
