# t[days] u g r i z y J H K
0.51724 -11.818 -14.002 -14.802 -15.038 -15.311 -15.071 -14.878 -14.271 -13.550 
1.03448 -11.818 -14.002 -14.802 -15.038 -15.311 -15.490 -15.401 -15.361 -15.119 
1.55172 -9.066 -12.601 -14.114 -14.952 -15.269 -15.490 -15.401 -15.361 -15.119 
2.06897 -7.269 -10.719 -12.706 -13.786 -14.316 -14.640 -14.790 -14.861 -14.906 
2.58621 -4.135 -9.083 -11.299 -12.595 -13.239 -13.661 -14.013 -14.374 -14.471 
3.10345 -0.801 -7.334 -9.752 -11.369 -12.174 -12.499 -13.253 -13.732 -14.088 
3.62069 9.384 -5.212 -8.674 -10.420 -11.290 -11.648 -12.465 -13.244 -13.627 
4.13793 13.625 -4.433 -7.194 -9.171 -9.916 -10.675 -11.701 -12.683 -13.262 
4.65517 17.865 -3.860 -5.967 -7.999 -9.089 -10.067 -11.108 -12.242 -13.024 
5.17241 22.105 -0.939 -4.127 -6.293 -8.450 -8.770 -10.244 -11.807 -12.581 
5.68966 26.346 0.611 -3.534 -5.648 -6.529 -8.128 -9.736 -11.303 -12.130 
6.20690 30.586 2.199 -2.284 -4.621 -6.073 -6.802 -9.218 -10.782 -11.853 
6.72414 34.827 3.788 -1.034 -4.298 -4.480 -6.631 -8.359 -10.146 -11.308 
7.24138 39.067 5.377 0.216 -1.493 -3.374 -5.835 -7.881 -9.660 -11.100 
7.75862 43.307 6.966 1.453 -0.409 -3.374 -5.380 -7.279 -8.951 -10.785 
8.27586 47.548 8.555 2.689 0.674 -2.266 -4.233 -6.552 -8.946 -10.354 
8.79310 51.788 10.144 3.926 1.939 -1.158 -3.529 -5.728 -8.417 -10.075 
9.31034 56.029 11.733 5.162 3.204 -0.049 0.616 -5.728 -7.811 -9.515 
9.82759 60.269 13.322 6.399 4.468 1.061 2.099 -5.728 -7.263 -9.197 
10.34483 64.509 14.910 7.636 5.733 2.169 3.583 -3.893 -6.569 -8.941 
10.86207 68.750 16.499 8.872 6.997 3.277 5.066 -3.893 -6.243 -8.719 
11.37931 72.990 18.088 10.109 8.262 4.385 6.550 -1.874 -5.785 -7.958 
11.89655 77.231 19.677 11.345 9.526 5.494 8.034 0.206 -5.215 -7.584 
12.41379 81.471 21.266 12.582 10.791 6.602 9.517 1.393 -4.758 -6.811 
12.93103 85.711 22.855 13.819 12.055 7.710 11.001 2.580 -4.467 -6.638 
13.44828 89.952 24.444 15.055 13.320 8.818 12.484 3.767 -3.891 -6.638 
13.96552 94.192 26.033 16.292 14.584 9.926 13.968 4.954 -3.388 -5.394 
14.48276 98.432 27.621 17.528 15.849 11.034 15.451 6.141 -3.388 -4.962 
15.00000 98.432 27.621 17.528 15.849 11.034 15.451 6.141 -2.884 -3.934 
