# t[days] u g r i z y J H K
0.51724 -13.653 -14.255 -14.396 -13.908 -14.583 -14.609 -14.125 -13.761 -13.170 
1.03448 -13.894 -14.779 -14.724 -14.938 -15.173 -15.813 -15.243 -14.853 -14.232 
1.55172 -13.894 -14.869 -15.690 -16.122 -16.413 -16.497 -16.157 -15.648 -15.614 
2.06897 -13.177 -14.869 -15.690 -16.122 -16.413 -16.497 -16.248 -16.176 -15.961 
2.58621 -12.675 -13.963 -15.226 -15.855 -16.164 -16.327 -16.424 -16.186 -16.002 
3.10345 -11.835 -13.412 -14.883 -15.646 -16.086 -16.260 -16.248 -16.186 -16.070 
3.62069 -11.044 -12.843 -14.324 -15.410 -15.940 -16.089 -16.174 -16.186 -16.071 
4.13793 -10.464 -12.013 -13.803 -15.058 -15.548 -15.830 -16.141 -16.170 -16.071 
4.65517 -9.689 -11.587 -13.365 -14.525 -15.185 -15.591 -15.943 -16.156 -16.032 
5.17241 -8.975 -11.163 -12.918 -14.141 -14.942 -15.340 -15.751 -15.951 -15.979 
5.68966 -8.324 -10.390 -12.563 -13.775 -14.521 -15.052 -15.412 -15.629 -15.754 
6.20690 -7.577 -9.850 -11.883 -13.581 -14.344 -14.797 -15.411 -15.626 -15.684 
6.72414 -6.821 -9.286 -11.556 -13.098 -13.942 -14.418 -15.064 -15.370 -15.460 
7.24138 -6.426 -9.179 -11.217 -12.669 -13.619 -14.170 -14.835 -15.199 -15.329 
7.75862 -5.466 -8.668 -10.583 -12.171 -13.358 -13.825 -14.530 -15.126 -15.223 
8.27586 -4.789 -7.625 -10.236 -11.970 -12.974 -13.522 -14.418 -14.837 -14.940 
8.79310 -4.184 -6.891 -9.826 -11.638 -12.805 -13.309 -14.108 -14.581 -14.863 
9.31034 -3.421 -6.743 -9.260 -11.197 -12.373 -13.067 -13.858 -14.540 -14.787 
9.82759 -2.884 -5.758 -9.121 -10.902 -12.219 -12.810 -13.688 -14.320 -14.660 
10.34483 -2.121 -5.340 -9.013 -10.401 -11.826 -12.625 -13.473 -14.188 -14.495 
10.86207 -1.418 -4.712 -8.206 -10.033 -11.471 -12.170 -13.248 -13.972 -14.449 
11.37931 -0.707 -4.592 -7.777 -9.795 -11.143 -11.855 -13.076 -13.831 -14.290 
11.89655 -0.081 -3.419 -7.426 -9.719 -11.091 -11.635 -12.870 -13.756 -14.069 
12.41379 0.858 -3.419 -7.235 -9.238 -10.761 -11.584 -12.789 -13.504 -13.997 
12.93103 1.607 -3.023 -6.985 -8.941 -10.302 -11.354 -12.490 -13.305 -13.831 
13.44828 2.356 -2.805 -6.540 -8.522 -10.049 -11.173 -12.348 -13.166 -13.827 
13.96552 3.104 -1.629 -5.192 -8.213 -10.033 -10.780 -12.105 -13.066 -13.585 
14.48276 3.853 -0.962 -5.192 -8.108 -9.605 -10.479 -11.876 -12.907 -13.458 
15.00000 3.853 -0.743 -5.175 -7.911 -9.070 -10.253 -11.628 -12.685 -13.452 
