# t[days] u g r i z y J H K
0.51724 -9.484 -10.105 -10.223 -10.500 -10.352 -10.561 -10.497 -9.144 -7.981 
1.03448 -9.484 -10.105 -10.223 -10.500 -10.549 -10.561 -10.497 -10.095 -9.781 
1.55172 -7.835 -9.137 -9.997 -10.192 -10.549 -10.449 -10.479 -10.095 -9.781 
2.06897 -6.698 -8.456 -9.249 -9.793 -10.056 -10.068 -9.824 -9.797 -9.740 
2.58621 -5.434 -7.793 -8.879 -9.452 -9.643 -9.621 -9.653 -9.600 -9.433 
3.10345 -4.426 -6.767 -8.234 -8.876 -9.103 -9.344 -9.475 -9.389 -9.280 
3.62069 -3.420 -5.982 -7.547 -8.282 -8.870 -8.891 -9.201 -9.180 -9.173 
4.13793 -1.721 -5.438 -6.849 -7.911 -8.406 -8.746 -8.900 -9.017 -8.993 
4.65517 -0.823 -4.704 -6.494 -7.595 -8.185 -8.427 -8.662 -9.016 -8.946 
5.17241 -0.823 -4.169 -6.268 -7.231 -7.864 -8.011 -8.567 -8.993 -8.900 
5.68966 -0.478 -3.507 -5.460 -6.796 -7.427 -7.847 -8.387 -8.746 -8.829 
6.20690 2.301 -2.825 -5.046 -6.436 -7.104 -7.619 -8.050 -8.537 -8.675 
6.72414 3.445 -2.179 -4.697 -5.993 -6.806 -7.009 -7.882 -8.362 -8.627 
7.24138 4.589 -2.036 -4.150 -5.565 -6.537 -6.754 -7.651 -8.357 -8.627 
7.75862 5.733 -0.024 -3.652 -4.989 -6.030 -6.613 -7.576 -8.142 -8.455 
8.27586 6.877 0.149 -2.846 -4.918 -5.824 -6.295 -7.253 -8.094 -8.304 
8.79310 8.022 0.880 -2.597 -4.314 -5.257 -5.997 -7.072 -7.877 -8.241 
9.31034 9.166 1.612 -2.054 -3.740 -5.114 -5.576 -6.790 -7.829 -8.088 
9.82759 10.310 2.343 -1.650 -3.593 -4.550 -5.462 -6.617 -7.478 -8.067 
10.34483 11.454 3.074 -1.379 -3.018 -3.994 -5.136 -6.283 -7.294 -7.942 
10.86207 12.598 3.806 -0.043 -2.741 -3.842 -4.947 -6.104 -7.209 -7.928 
11.37931 13.742 4.537 2.624 -2.460 -3.827 -4.603 -5.858 -7.087 -7.704 
11.89655 14.886 5.268 3.668 -1.949 -3.160 -4.455 -5.524 -6.927 -7.596 
12.41379 16.031 5.999 4.712 0.265 -2.397 -4.028 -5.486 -6.880 -7.396 
12.93103 17.175 6.731 5.757 1.037 -1.729 -3.714 -5.225 -6.529 -7.394 
13.44828 18.319 7.462 6.801 1.809 -2.106 -3.421 -4.859 -6.495 -7.289 
13.96552 19.463 8.193 7.845 2.580 -1.192 -2.776 -4.653 -6.142 -7.194 
14.48276 20.607 8.924 8.889 3.352 1.216 -1.970 -3.765 -5.447 -6.458 
15.00000 20.607 8.924 8.889 3.352 1.216 -1.191 -3.018 -4.955 -6.054 
