# t[days] Lbol[erg/s]
0.51724 2.85940e+41
1.03448 5.48826e+41
1.55172 8.14217e+41
2.06897 8.14217e+41
2.58621 6.59258e+41
3.10345 5.86774e+41
3.62069 4.94984e+41
4.13793 4.16288e+41
4.65517 3.31995e+41
5.17241 2.85701e+41
5.68966 2.19817e+41
6.20690 1.81753e+41
6.72414 1.50221e+41
7.24138 1.24404e+41
7.75862 1.05842e+41
8.27586 8.97679e+40
8.79310 7.54222e+40
9.31034 6.58576e+40
9.82759 5.86132e+40
10.34483 5.21656e+40
10.86207 4.64272e+40
11.37931 4.13201e+40
11.89655 3.67748e+40
12.41379 3.27295e+40
12.93103 2.91292e+40
13.44828 2.59249e+40
13.96552 2.30731e+40
14.48276 2.05350e+40
15.00000 1.82761e+40
