# t[days] Lbol[erg/s]
0.51724 1.16241e+41
1.03448 1.99809e+41
1.55172 2.34025e+41
2.06897 2.39708e+41
2.58621 2.39708e+41
3.10345 2.01865e+41
3.62069 1.65262e+41
4.13793 1.39723e+41
4.65517 1.16863e+41
5.17241 1.02877e+41
5.68966 8.88641e+40
6.20690 7.41296e+40
6.72414 6.21741e+40
7.24138 5.66035e+40
7.75862 4.78662e+40
8.27586 4.35318e+40
8.79310 3.65404e+40
9.31034 3.17587e+40
9.82759 2.88564e+40
10.34483 2.62193e+40
10.86207 2.38233e+40
11.37931 2.16462e+40
11.89655 1.96680e+40
12.41379 1.78707e+40
12.93103 1.62376e+40
13.44828 1.47537e+40
13.96552 1.34054e+40
14.48276 1.21804e+40
15.00000 1.10672e+40
