# t[days] u g r i z y J H K
0.51724 -12.145 -12.974 -11.892 -12.747 -13.121 -13.002 -11.292 -9.669 -10.210 
1.03448 -12.691 -13.177 -14.024 -14.407 -14.447 -14.371 -14.282 -14.263 -13.731 
1.55172 -12.691 -13.177 -14.024 -14.407 -14.447 -14.521 -14.497 -14.266 -14.028 
2.06897 -11.585 -12.567 -13.338 -14.292 -14.348 -14.371 -14.378 -14.297 -14.028 
2.58621 -10.503 -11.951 -12.998 -13.960 -14.264 -14.273 -14.475 -14.574 -14.419 
3.10345 -9.506 -11.169 -12.667 -13.786 -13.970 -14.215 -14.378 -14.574 -14.624 
3.62069 -8.085 -10.230 -12.071 -13.435 -13.856 -14.112 -14.475 -14.633 -14.677 
4.13793 -6.906 -9.868 -11.778 -13.102 -13.672 -14.073 -14.189 -14.550 -14.624 
4.65517 -6.263 -9.126 -11.177 -12.633 -13.360 -13.666 -14.189 -14.452 -14.631 
5.17241 -4.850 -8.628 -11.042 -12.352 -13.321 -13.409 -13.947 -14.276 -14.620 
5.68966 -3.411 -8.102 -10.296 -11.779 -12.546 -13.132 -13.816 -14.143 -14.481 
6.20690 -2.810 -7.464 -10.184 -11.422 -12.376 -12.727 -13.526 -14.106 -14.392 
6.72414 -2.334 -6.598 -9.004 -11.222 -12.100 -12.314 -13.375 -13.900 -14.223 
7.24138 -0.764 -4.763 -8.366 -10.633 -11.722 -12.300 -13.024 -13.819 -14.201 
7.75862 1.145 -4.616 -8.168 -10.181 -11.147 -11.958 -12.697 -13.627 -13.865 
8.27586 2.343 -4.534 -7.837 -9.872 -10.640 -11.629 -12.592 -13.391 -13.817 
8.79310 3.542 -3.357 -6.876 -9.193 -10.629 -11.468 -12.357 -13.168 -13.786 
9.31034 4.741 -2.582 -6.636 -9.034 -9.631 -10.679 -11.967 -13.032 -13.604 
9.82759 5.940 -2.955 -5.505 -8.575 -9.555 -10.370 -11.864 -12.678 -13.313 
10.34483 7.139 -2.330 -4.540 -8.263 -8.860 -9.798 -11.705 -12.494 -13.198 
10.86207 8.338 0.573 -4.494 -7.411 -8.537 -9.760 -11.297 -12.261 -13.064 
11.37931 9.537 1.594 -4.494 -7.374 -8.361 -9.106 -11.009 -12.137 -13.040 
11.89655 10.735 2.615 -3.508 -6.604 -7.804 -8.507 -10.595 -11.891 -13.004 
12.41379 11.934 3.637 -3.110 -6.400 -7.804 -8.292 -10.277 -11.731 -12.633 
12.93103 13.133 4.658 -1.168 -5.594 -6.622 -8.204 -10.196 -11.652 -12.531 
13.44828 14.332 5.680 2.646 -5.249 -6.364 -7.792 -9.703 -11.179 -12.226 
13.96552 15.531 6.701 4.083 -2.415 -5.525 -7.275 -9.130 -10.887 -11.924 
14.48276 16.730 7.722 5.521 -2.415 -5.269 -7.058 -8.824 -10.563 -11.795 
15.00000 16.730 7.722 5.521 -2.415 -5.143 -5.173 -8.454 -10.470 -11.581 
