# t[days] u g r i z y J H K
0.51724 -13.276 -14.431 -14.540 -14.527 -14.464 -14.595 -15.331 -13.611 -13.856 
1.03448 -13.466 -15.077 -15.851 -16.212 -16.111 -15.954 -15.796 -15.344 -14.733 
1.55172 -13.466 -15.077 -15.851 -16.212 -16.339 -16.404 -16.372 -16.268 -15.755 
2.06897 -11.985 -14.171 -15.302 -15.979 -16.339 -16.404 -16.372 -16.268 -15.833 
2.58621 -10.968 -13.308 -14.585 -15.361 -15.829 -16.036 -16.226 -16.114 -15.833 
3.10345 -9.650 -12.319 -14.021 -14.862 -15.359 -15.550 -15.889 -15.659 -15.529 
3.62069 -7.929 -11.356 -13.145 -14.296 -14.790 -14.974 -15.340 -15.441 -15.218 
4.13793 -7.343 -10.489 -12.677 -13.702 -14.203 -14.588 -15.103 -15.267 -15.121 
4.65517 -7.068 -9.806 -11.724 -13.135 -13.705 -14.082 -14.789 -14.866 -14.875 
5.17241 -4.874 -9.024 -11.340 -12.633 -13.333 -13.689 -14.348 -14.582 -14.612 
5.68966 -3.979 -8.137 -10.690 -12.097 -12.929 -13.369 -14.078 -14.351 -14.425 
6.20690 -3.979 -7.385 -9.989 -11.590 -12.452 -12.855 -13.704 -14.079 -14.285 
6.72414 -3.688 -6.803 -9.563 -11.161 -12.018 -12.588 -13.397 -13.860 -14.067 
7.24138 -2.215 -6.605 -9.233 -10.653 -11.715 -12.336 -13.112 -13.686 -13.916 
7.75862 -0.665 -5.374 -8.773 -10.397 -11.297 -11.856 -12.830 -13.430 -13.755 
8.27586 -0.041 -4.703 -8.069 -9.936 -11.065 -11.560 -12.667 -13.330 -13.668 
8.79310 3.533 -4.519 -7.866 -9.301 -10.624 -11.242 -12.396 -13.179 -13.453 
9.31034 4.977 -4.128 -7.056 -8.924 -10.313 -10.852 -12.261 -12.950 -13.341 
9.82759 6.421 -2.877 -6.955 -8.646 -9.760 -10.556 -11.952 -12.773 -13.237 
10.34483 7.865 -3.279 -6.072 -8.146 -9.258 -10.277 -11.655 -12.617 -13.155 
10.86207 9.310 -3.118 -6.070 -8.144 -9.188 -9.905 -11.392 -12.367 -13.031 
11.37931 10.754 -3.118 -4.894 -7.410 -8.835 -9.657 -11.159 -12.260 -12.789 
11.89655 12.198 2.588 -4.230 -7.185 -8.408 -9.285 -10.829 -12.010 -12.657 
12.41379 13.642 3.682 -3.824 -6.461 -8.088 -8.854 -10.546 -11.736 -12.484 
12.93103 15.087 4.775 -2.336 -6.006 -7.490 -8.563 -10.329 -11.568 -12.285 
13.44828 16.531 5.868 -1.490 -5.133 -7.041 -7.827 -10.060 -11.299 -12.133 
13.96552 17.975 6.961 -1.490 -4.749 -6.100 -7.218 -9.577 -11.005 -11.893 
14.48276 19.419 8.054 -0.724 -4.410 -6.100 -7.175 -9.171 -10.867 -11.823 
15.00000 19.419 8.054 0.000 -3.731 -6.100 -7.032 -8.936 -10.644 -11.393 
