# t[days] Lbol[erg/s]
0.51724 1.64163e+41
1.03448 4.14720e+41
1.55172 4.14720e+41
2.06897 3.81445e+41
2.58621 3.12179e+41
3.10345 2.19193e+41
3.62069 1.51863e+41
4.13793 1.22280e+41
4.65517 8.39804e+40
5.17241 6.56030e+40
5.68966 5.22658e+40
6.20690 3.88535e+40
6.72414 3.07367e+40
7.24138 2.41661e+40
7.75862 2.05772e+40
8.27586 1.75630e+40
8.79310 1.52770e+40
9.31034 1.32944e+40
9.82759 1.15339e+40
10.34483 1.00064e+40
10.86207 8.68130e+39
11.37931 7.53164e+39
11.89655 6.53423e+39
12.41379 5.66891e+39
12.93103 4.91818e+39
13.44828 4.26687e+39
13.96552 3.70181e+39
14.48276 3.21158e+39
15.00000 2.78627e+39
