# t[days] Lbol[erg/s]
0.51724 1.19071e+41
1.03448 3.92000e+41
1.55172 3.92000e+41
2.06897 3.40988e+41
2.58621 2.73844e+41
3.10345 1.91790e+41
3.62069 1.32096e+41
4.13793 8.98593e+40
4.65517 6.17030e+40
5.17241 4.31843e+40
5.68966 3.29019e+40
6.20690 2.55714e+40
6.72414 2.12143e+40
7.24138 1.75070e+40
7.75862 1.52812e+40
8.27586 1.34724e+40
8.79310 1.18304e+40
9.31034 1.02201e+40
9.82759 9.21426e+39
10.34483 8.30741e+39
10.86207 7.48981e+39
11.37931 6.75267e+39
11.89655 6.08809e+39
12.41379 5.48891e+39
12.93103 4.94870e+39
13.44828 4.46166e+39
13.96552 4.02255e+39
14.48276 3.62666e+39
15.00000 3.26973e+39
