# t[days] Lbol[erg/s]
0.51724 7.03657e+40
1.03448 2.20677e+41
1.55172 2.20677e+41
2.06897 2.09435e+41
2.58621 1.82095e+41
3.10345 1.79535e+41
3.62069 1.78888e+41
4.13793 1.58340e+41
4.65517 1.48182e+41
5.17241 1.31298e+41
5.68966 1.10229e+41
6.20690 1.03581e+41
6.72414 8.65698e+40
7.24138 7.23271e+40
7.75862 6.63992e+40
8.27586 5.69540e+40
8.79310 5.03329e+40
9.31034 4.49596e+40
9.82759 4.08455e+40
10.34483 3.71078e+40
10.86207 3.37121e+40
11.37931 3.06272e+40
11.89655 2.78246e+40
12.41379 2.52785e+40
12.93103 2.29653e+40
13.44828 2.08638e+40
13.96552 1.89546e+40
14.48276 1.72201e+40
15.00000 1.56443e+40
