# t[days] Lbol[erg/s]
0.51724 4.37412e+40
1.03448 1.78196e+41
1.55172 1.78196e+41
2.06897 1.69467e+41
2.58621 1.68021e+41
3.10345 1.46881e+41
3.62069 1.17865e+41
4.13793 1.01076e+41
4.65517 7.59506e+40
5.17241 5.99654e+40
5.68966 4.35024e+40
6.20690 3.67818e+40
6.72414 2.87733e+40
7.24138 2.52211e+40
7.75862 2.26463e+40
8.27586 1.93246e+40
8.79310 1.68005e+40
9.31034 1.51368e+40
9.82759 1.32048e+40
10.34483 1.15195e+40
10.86207 1.00492e+40
11.37931 8.76661e+39
11.89655 7.64770e+39
12.41379 6.67161e+39
12.93103 5.82009e+39
13.44828 5.07726e+39
13.96552 4.42923e+39
14.48276 3.86392e+39
15.00000 3.37076e+39
