# t[days] u g r i z y J H K
0.51724 -11.847 -12.264 -10.714 -12.633 -13.158 -12.999 -11.250 -10.039 -5.794 
1.03448 -12.467 -12.820 -13.095 -13.461 -13.899 -13.611 -13.233 -12.904 -12.672 
1.55172 -12.467 -12.820 -13.393 -13.738 -13.899 -13.611 -13.647 -13.416 -12.880 
2.06897 -12.356 -12.753 -13.393 -13.738 -13.892 -13.862 -13.647 -13.555 -12.972 
2.58621 -11.596 -12.268 -12.986 -13.562 -13.771 -13.586 -13.647 -13.555 -13.338 
3.10345 -10.762 -11.638 -12.441 -13.042 -13.403 -13.501 -13.619 -13.631 -13.584 
3.62069 -9.994 -11.111 -12.059 -12.842 -13.302 -13.445 -13.693 -13.638 -13.647 
4.13793 -9.200 -10.659 -11.796 -12.702 -13.161 -13.360 -13.571 -13.638 -13.647 
4.65517 -8.343 -10.040 -11.378 -12.317 -12.986 -13.114 -13.454 -13.677 -13.592 
5.17241 -7.590 -9.419 -11.046 -12.094 -12.751 -13.055 -13.411 -13.677 -13.592 
5.68966 -6.724 -8.848 -10.574 -11.893 -12.695 -12.921 -13.305 -13.549 -13.592 
6.20690 -5.872 -8.396 -10.283 -11.630 -12.573 -12.877 -13.285 -13.544 -13.607 
6.72414 -5.071 -7.842 -9.960 -11.485 -12.288 -12.420 -12.989 -13.268 -13.452 
7.24138 -4.239 -7.018 -9.599 -10.983 -11.829 -12.246 -12.890 -13.204 -13.382 
7.75862 -3.447 -6.623 -8.988 -10.714 -11.473 -11.867 -12.569 -13.061 -13.248 
8.27586 -2.742 -6.419 -8.872 -10.578 -11.310 -11.855 -12.471 -12.954 -13.136 
8.79310 -1.847 -6.162 -8.340 -10.323 -11.156 -11.641 -12.293 -12.903 -13.136 
9.31034 -0.812 -5.666 -8.018 -10.037 -10.857 -11.379 -12.137 -12.819 -13.169 
9.82759 0.173 -4.599 -7.564 -9.442 -10.481 -11.050 -12.046 -12.641 -13.169 
10.34483 1.056 -4.345 -7.188 -9.032 -10.326 -11.047 -11.675 -12.375 -12.760 
10.86207 1.938 -4.177 -6.842 -8.908 -10.044 -10.661 -11.447 -12.293 -12.732 
11.37931 2.821 -3.563 -6.220 -8.447 -9.741 -10.256 -11.332 -12.270 -12.632 
11.89655 3.703 -2.832 -5.893 -8.186 -9.553 -10.241 -11.121 -11.963 -12.416 
12.41379 4.586 -2.260 -5.508 -7.782 -9.145 -9.949 -10.986 -11.887 -12.341 
12.93103 5.468 -0.789 -5.508 -7.464 -8.984 -9.614 -10.782 -11.752 -12.315 
13.44828 6.350 -0.789 -5.002 -7.013 -8.572 -9.370 -10.699 -11.506 -12.196 
13.96552 7.233 -0.789 -4.110 -6.619 -8.572 -9.278 -10.267 -11.267 -11.934 
14.48276 8.115 1.863 -4.110 -5.882 -8.347 -8.839 -9.958 -11.183 -11.795 
15.00000 8.115 1.863 -3.902 -5.732 -8.088 -8.244 -9.431 -10.852 -11.465 
