# t[days] Lbol[erg/s]
0.51724 1.99429e+41
1.03448 5.50393e+41
1.55172 6.34221e+41
2.06897 6.34221e+41
2.58621 5.08021e+41
3.10345 4.16740e+41
3.62069 3.18568e+41
4.13793 2.38718e+41
4.65517 1.77888e+41
5.17241 1.34646e+41
5.68966 1.06003e+41
6.20690 8.25990e+40
6.72414 6.84799e+40
7.24138 5.33434e+40
7.75862 4.43032e+40
8.27586 3.51134e+40
8.79310 3.11421e+40
9.31034 2.76404e+40
9.82759 2.36359e+40
10.34483 2.02116e+40
10.86207 1.72834e+40
11.37931 1.47795e+40
11.89655 1.26383e+40
12.41379 1.08073e+40
12.93103 9.24157e+39
13.44828 7.90269e+39
13.96552 6.75777e+39
14.48276 5.77873e+39
15.00000 4.94153e+39
