# t[days] Lbol[erg/s]
0.51724 3.72462e+40
1.03448 1.29763e+41
1.55172 1.29763e+41
2.06897 1.08190e+41
2.58621 9.69196e+40
3.10345 6.97142e+40
3.62069 5.88090e+40
4.13793 5.23844e+40
4.65517 4.72401e+40
5.17241 3.69296e+40
5.68966 3.26619e+40
6.20690 2.73802e+40
6.72414 2.42649e+40
7.24138 2.05180e+40
7.75862 1.77344e+40
8.27586 1.63590e+40
8.79310 1.55162e+40
9.31034 1.38249e+40
9.82759 1.25126e+40
10.34483 1.13250e+40
10.86207 1.02500e+40
11.37931 9.27711e+39
11.89655 8.39655e+39
12.41379 7.59957e+39
12.93103 6.87823e+39
13.44828 6.22537e+39
13.96552 5.63447e+39
14.48276 5.09966e+39
15.00000 4.61561e+39
