# t[days] u g r i z y J H K
0.51724 -12.510 -13.697 -14.749 -13.506 -14.116 -14.781 -13.532 -13.396 -9.651 
1.03448 -13.144 -14.645 -15.784 -16.273 -16.555 -15.988 -15.482 -15.604 -15.461 
1.55172 -13.144 -14.645 -15.784 -16.384 -16.625 -16.730 -16.538 -16.300 -16.201 
2.06897 -12.487 -14.155 -15.725 -16.432 -16.727 -16.744 -16.877 -16.750 -16.355 
2.58621 -12.061 -14.122 -15.449 -16.432 -16.727 -16.744 -16.877 -16.865 -16.655 
3.10345 -11.596 -13.716 -15.209 -16.286 -16.641 -16.714 -16.802 -16.865 -16.680 
3.62069 -11.180 -13.398 -14.897 -15.884 -16.257 -16.290 -16.681 -16.785 -16.655 
4.13793 -10.528 -13.161 -14.725 -15.548 -15.979 -16.124 -16.365 -16.524 -16.648 
4.65517 -9.981 -12.675 -14.382 -15.341 -15.692 -15.835 -16.080 -16.270 -16.550 
5.17241 -9.590 -12.616 -14.223 -15.076 -15.247 -15.449 -15.737 -16.188 -16.263 
5.68966 -8.939 -12.234 -13.915 -14.942 -15.035 -15.047 -15.545 -15.865 -16.191 
6.20690 -8.720 -11.994 -13.722 -14.458 -14.802 -14.687 -15.192 -15.715 -15.949 
6.72414 -7.981 -11.586 -13.391 -14.332 -14.416 -14.325 -14.920 -15.526 -15.756 
7.24138 -7.286 -11.377 -13.092 -13.995 -14.050 -14.102 -14.650 -15.235 -15.558 
7.75862 -7.191 -11.058 -12.858 -13.747 -13.695 -13.707 -14.336 -15.095 -15.432 
8.27586 -6.608 -10.703 -12.665 -13.495 -13.634 -13.491 -14.038 -14.883 -15.334 
8.79310 -6.588 -10.361 -12.375 -13.222 -13.315 -13.143 -13.634 -14.526 -15.019 
9.31034 -5.500 -10.147 -12.058 -13.062 -13.103 -12.946 -13.564 -14.287 -14.853 
9.82759 -5.335 -9.840 -11.990 -12.869 -12.891 -12.569 -13.248 -14.142 -14.732 
10.34483 -4.459 -9.294 -11.756 -12.557 -12.760 -12.483 -13.095 -13.982 -14.503 
10.86207 -3.477 -9.269 -11.607 -12.420 -12.444 -12.342 -13.014 -13.654 -14.461 
11.37931 -3.024 -8.908 -11.311 -12.218 -12.221 -12.055 -12.641 -13.553 -14.155 
11.89655 -2.714 -8.613 -11.060 -11.923 -12.067 -12.017 -12.505 -13.347 -14.064 
12.41379 -2.636 -8.395 -10.876 -11.842 -11.941 -11.774 -12.454 -13.207 -14.044 
12.93103 -1.419 -8.299 -10.636 -11.629 -11.759 -11.747 -12.197 -12.894 -13.727 
13.44828 -1.054 -7.729 -10.407 -11.450 -11.561 -11.499 -12.031 -12.854 -13.596 
13.96552 -0.966 -7.445 -10.224 -11.290 -11.535 -11.344 -11.806 -12.727 -13.474 
14.48276 -0.966 -7.427 -9.788 -10.954 -11.165 -11.140 -11.686 -12.534 -13.402 
15.00000 0.000 -6.318 -9.484 -10.601 -11.005 -10.857 -11.370 -12.427 -12.985 
