# t[days] Lbol[erg/s]
0.51724 5.63064e+40
1.03448 1.75862e+41
1.55172 3.32123e+41
2.06897 3.32123e+41
2.58621 3.27386e+41
3.10345 2.70736e+41
3.62069 2.14739e+41
4.13793 1.69183e+41
4.65517 1.32485e+41
5.17241 9.83106e+40
5.68966 7.33282e+40
6.20690 5.60363e+40
6.72414 4.36630e+40
7.24138 3.71060e+40
7.75862 3.08020e+40
8.27586 2.63646e+40
8.79310 2.31179e+40
9.31034 2.04133e+40
9.82759 1.85344e+40
10.34483 1.68283e+40
10.86207 1.52793e+40
11.37931 1.38729e+40
11.89655 1.25960e+40
12.41379 1.14366e+40
12.93103 1.03839e+40
13.44828 9.42805e+39
13.96552 8.56023e+39
14.48276 7.77229e+39
15.00000 7.05688e+39
