# t[days] Lbol[erg/s]
0.51724 2.04115e+41
1.03448 5.67395e+41
1.55172 7.71138e+41
2.06897 8.14202e+41
2.58621 8.14202e+41
3.10345 7.17111e+41
3.62069 6.06185e+41
4.13793 4.99389e+41
4.65517 4.16171e+41
5.17241 3.29693e+41
5.68966 2.58178e+41
6.20690 2.15311e+41
6.72414 1.82630e+41
7.24138 1.49189e+41
7.75862 1.22209e+41
8.27586 1.07688e+41
8.79310 8.85596e+40
9.31034 7.47848e+40
9.82759 6.53753e+40
10.34483 5.71496e+40
10.86207 4.99589e+40
11.37931 4.36730e+40
11.89655 3.81780e+40
12.41379 3.33743e+40
12.93103 2.91751e+40
13.44828 2.55042e+40
13.96552 2.22952e+40
14.48276 1.94900e+40
15.00000 1.70377e+40
