# t[days] Lbol[erg/s]
0.51724 9.38135e+40
1.03448 2.48580e+41
1.55172 2.48580e+41
2.06897 2.41987e+41
2.58621 2.27972e+41
3.10345 2.21833e+41
3.62069 1.87796e+41
4.13793 1.76647e+41
4.65517 1.36629e+41
5.17241 1.16181e+41
5.68966 1.01539e+41
6.20690 8.27706e+40
6.72414 7.12009e+40
7.24138 6.12515e+40
7.75862 5.30826e+40
8.27586 4.59231e+40
8.79310 4.07512e+40
9.31034 3.57475e+40
9.82759 3.00693e+40
10.34483 2.52930e+40
10.86207 2.12754e+40
11.37931 1.78960e+40
11.89655 1.50534e+40
12.41379 1.26623e+40
12.93103 1.06510e+40
13.44828 8.95918e+39
13.96552 7.53609e+39
14.48276 6.33905e+39
15.00000 5.33214e+39
