# t[days] Lbol[erg/s]
0.51724 1.69153e+40
1.03448 2.81991e+41
1.55172 5.07331e+41
2.06897 5.07331e+41
2.58621 4.61695e+41
3.10345 4.52229e+41
3.62069 4.03798e+41
4.13793 3.58181e+41
4.65517 3.03863e+41
5.17241 2.45601e+41
5.68966 2.05478e+41
6.20690 1.53701e+41
6.72414 1.18874e+41
7.24138 9.97240e+40
7.75862 8.20836e+40
8.27586 7.62392e+40
8.79310 5.97315e+40
9.31034 4.95559e+40
9.82759 4.16117e+40
10.34483 3.49410e+40
10.86207 2.93397e+40
11.37931 2.46364e+40
11.89655 2.06870e+40
12.41379 1.73707e+40
12.93103 1.45860e+40
13.44828 1.22478e+40
13.96552 1.02844e+40
14.48276 8.63572e+39
15.00000 7.25135e+39
