# t[days] Lbol[erg/s]
0.51724 9.21803e+40
1.03448 3.15652e+41
1.55172 3.23020e+41
2.06897 3.23020e+41
2.58621 3.09780e+41
3.10345 2.82021e+41
3.62069 2.40562e+41
4.13793 2.20369e+41
4.65517 1.93079e+41
5.17241 1.61294e+41
5.68966 1.37776e+41
6.20690 1.19130e+41
6.72414 1.05498e+41
7.24138 8.90257e+40
7.75862 7.79243e+40
8.27586 6.57061e+40
8.79310 6.01282e+40
9.31034 5.25024e+40
9.82759 4.53763e+40
10.34483 3.92174e+40
10.86207 3.38945e+40
11.37931 2.92940e+40
11.89655 2.53180e+40
12.41379 2.18816e+40
12.93103 1.89116e+40
13.44828 1.63448e+40
13.96552 1.41263e+40
14.48276 1.22090e+40
15.00000 1.05519e+40
