# t[days] u g r i z y J H K
0.51724 -10.647 -10.979 -10.808 -11.410 -12.135 -11.368 -10.296 -11.536 -11.374 
1.03448 -13.146 -13.373 -14.092 -14.087 -13.748 -14.602 -13.905 -12.872 -11.438 
1.55172 -13.146 -13.694 -14.329 -14.598 -14.727 -14.749 -14.285 -13.799 -13.514 
2.06897 -12.824 -13.694 -14.329 -14.598 -14.727 -14.806 -14.510 -14.376 -14.237 
2.58621 -12.317 -13.394 -14.148 -14.525 -14.829 -14.808 -14.707 -14.388 -14.249 
3.10345 -11.406 -13.155 -13.919 -14.360 -14.771 -14.808 -14.793 -14.719 -14.546 
3.62069 -10.660 -12.630 -13.715 -14.312 -14.771 -14.799 -14.727 -14.719 -14.546 
4.13793 -10.117 -12.183 -13.278 -14.046 -14.413 -14.526 -14.727 -14.706 -14.546 
4.65517 -9.362 -11.661 -12.963 -13.810 -14.164 -14.330 -14.482 -14.622 -14.693 
5.17241 -8.809 -11.210 -12.474 -13.469 -13.931 -14.275 -14.433 -14.510 -14.693 
5.68966 -7.687 -10.572 -12.041 -13.031 -13.685 -13.771 -14.105 -14.401 -14.449 
6.20690 -6.782 -9.898 -11.703 -12.654 -13.124 -13.762 -13.881 -14.229 -14.331 
6.72414 -6.603 -9.632 -11.431 -12.412 -13.047 -13.325 -13.705 -14.101 -14.295 
7.24138 -5.129 -8.975 -10.986 -12.171 -12.682 -13.144 -13.597 -13.911 -14.184 
7.75862 -4.709 -8.747 -10.543 -11.688 -12.428 -12.857 -13.416 -13.698 -14.000 
8.27586 -3.691 -8.157 -10.429 -11.358 -12.095 -12.477 -13.169 -13.620 -13.764 
8.79310 -3.047 -7.595 -9.703 -11.168 -12.010 -12.355 -13.121 -13.575 -13.764 
9.31034 -2.895 -7.166 -9.442 -10.811 -11.771 -12.048 -12.918 -13.484 -13.711 
9.82759 -1.734 -6.793 -9.149 -10.519 -11.366 -12.022 -12.587 -13.305 -13.545 
10.34483 -0.539 -6.533 -8.691 -10.392 -10.979 -11.846 -12.557 -13.147 -13.443 
10.86207 0.138 -6.499 -8.631 -10.038 -10.789 -11.359 -12.255 -12.938 -13.260 
11.37931 0.904 -5.696 -8.195 -9.676 -10.611 -11.180 -12.109 -12.779 -13.232 
11.89655 1.670 -5.401 -7.468 -9.457 -10.482 -10.803 -11.898 -12.695 -13.120 
12.41379 2.436 -5.401 -7.413 -9.003 -10.052 -10.615 -11.780 -12.567 -13.111 
12.93103 3.202 -3.562 -6.966 -8.965 -10.015 -10.434 -11.604 -12.442 -12.967 
13.44828 3.968 -4.282 -6.427 -8.457 -9.433 -10.113 -11.370 -12.324 -12.878 
13.96552 4.733 -2.853 -6.347 -7.911 -9.179 -9.796 -11.083 -12.124 -12.642 
14.48276 5.499 -2.853 -6.154 -7.759 -9.016 -9.460 -10.825 -11.862 -12.375 
15.00000 5.499 -0.548 -5.170 -7.065 -8.437 -9.239 -10.546 -11.759 -12.179 
