# t[days] Lbol[erg/s]
0.51724 5.19687e+40
1.03448 2.32842e+41
1.55172 2.32842e+41
2.06897 2.05372e+41
2.58621 1.89618e+41
3.10345 1.52756e+41
3.62069 1.45185e+41
4.13793 1.21591e+41
4.65517 1.07155e+41
5.17241 9.42715e+40
5.68966 8.43735e+40
6.20690 7.37083e+40
6.72414 6.19363e+40
7.24138 5.32780e+40
7.75862 4.69343e+40
8.27586 4.05440e+40
8.79310 3.39568e+40
9.31034 3.11963e+40
9.82759 2.74369e+40
10.34483 2.41305e+40
10.86207 2.12226e+40
11.37931 1.86651e+40
11.89655 1.64158e+40
12.41379 1.44376e+40
12.93103 1.26978e+40
13.44828 1.11676e+40
13.96552 9.82180e+39
14.48276 8.63820e+39
15.00000 7.59723e+39
