# t[days] Lbol[erg/s]
0.51724 2.86100e+40
1.03448 1.81364e+41
1.55172 1.81364e+41
2.06897 1.29328e+41
2.58621 1.04273e+41
3.10345 1.01341e+41
3.62069 9.13240e+40
4.13793 8.84822e+40
4.65517 8.78278e+40
5.17241 7.92193e+40
5.68966 6.99325e+40
6.20690 6.23426e+40
6.72414 5.81375e+40
7.24138 5.08754e+40
7.75862 4.42498e+40
8.27586 4.12509e+40
8.79310 3.71389e+40
9.31034 3.17593e+40
9.82759 2.86761e+40
10.34483 2.58923e+40
10.86207 2.33787e+40
11.37931 2.11091e+40
11.89655 1.90598e+40
12.41379 1.72095e+40
12.93103 1.55388e+40
13.44828 1.40303e+40
13.96552 1.26682e+40
14.48276 1.14384e+40
15.00000 1.03280e+40
