# t[days] Lbol[erg/s]
0.51724 7.62007e+40
1.03448 2.42161e+41
1.55172 3.06345e+41
2.06897 3.06345e+41
2.58621 2.96522e+41
3.10345 2.72472e+41
3.62069 2.43074e+41
4.13793 2.08098e+41
4.65517 1.72136e+41
5.17241 1.49249e+41
5.68966 1.19162e+41
6.20690 1.02385e+41
6.72414 8.16282e+40
7.24138 6.72372e+40
7.75862 5.91456e+40
8.27586 4.98619e+40
8.79310 4.15970e+40
9.31034 3.55701e+40
9.82759 3.03277e+40
10.34483 2.58579e+40
10.86207 2.20469e+40
11.37931 1.87976e+40
11.89655 1.60272e+40
12.41379 1.36651e+40
12.93103 1.16511e+40
13.44828 9.93391e+39
13.96552 8.46983e+39
14.48276 7.22152e+39
15.00000 6.15720e+39
