# t[days] u g r i z y J H K
0.51724 -11.686 -12.652 -13.618 -12.991 -13.277 -13.046 -13.133 -11.313 -6.978 
1.03448 -12.335 -12.841 -14.461 -15.054 -15.064 -14.838 -14.712 -14.039 -12.138 
1.55172 -12.433 -13.614 -15.296 -16.101 -15.866 -15.399 -15.622 -15.191 -14.998 
2.06897 -12.335 -13.823 -15.410 -16.101 -16.129 -16.031 -15.666 -15.361 -15.384 
2.58621 -12.017 -13.823 -15.410 -16.083 -16.173 -16.031 -15.666 -15.361 -15.384 
3.10345 -11.723 -13.804 -15.217 -16.027 -16.173 -15.741 -15.360 -14.996 -15.314 
3.62069 -11.234 -13.695 -15.165 -15.859 -15.898 -15.736 -15.150 -14.859 -15.012 
4.13793 -10.772 -13.418 -14.974 -15.672 -15.781 -15.257 -14.762 -14.664 -14.983 
4.65517 -10.742 -13.202 -14.720 -15.440 -15.388 -15.032 -14.658 -14.614 -14.348 
5.17241 -10.157 -12.909 -14.442 -15.220 -15.256 -14.753 -14.068 -14.220 -14.097 
5.68966 -9.443 -12.674 -14.321 -14.967 -14.880 -14.395 -14.055 -13.812 -13.869 
6.20690 -8.913 -12.320 -13.977 -14.689 -14.631 -14.066 -13.647 -13.677 -13.779 
6.72414 -8.331 -12.026 -13.694 -14.407 -14.409 -13.886 -13.389 -13.538 -13.455 
7.24138 -8.189 -11.665 -13.411 -14.028 -14.016 -13.622 -13.217 -13.411 -13.325 
7.75862 -7.448 -11.370 -13.186 -13.869 -13.770 -13.499 -13.138 -13.241 -13.083 
8.27586 -6.564 -11.010 -12.884 -13.571 -13.516 -12.981 -13.030 -13.192 -13.083 
8.79310 -6.316 -10.745 -12.625 -13.401 -13.227 -12.866 -12.985 -12.994 -13.046 
9.31034 -6.213 -10.524 -12.446 -13.171 -13.146 -12.822 -12.819 -12.982 -13.091 
9.82759 -5.438 -10.279 -12.160 -12.971 -12.956 -12.647 -12.624 -12.982 -13.055 
10.34483 -5.302 -9.857 -11.985 -12.736 -12.788 -12.543 -12.614 -12.824 -13.055 
10.86207 -4.284 -9.585 -11.754 -12.557 -12.598 -12.330 -12.552 -12.814 -13.019 
11.37931 -4.048 -9.127 -11.419 -12.421 -12.376 -12.198 -12.391 -12.768 -12.911 
11.89655 -3.784 -8.982 -11.345 -12.261 -12.205 -12.092 -12.337 -12.753 -12.911 
12.41379 -3.784 -8.775 -11.009 -11.910 -12.058 -11.915 -12.317 -12.592 -12.822 
12.93103 -1.841 -8.398 -10.792 -11.764 -11.989 -11.580 -12.078 -12.570 -12.855 
13.44828 0.350 -8.099 -10.649 -11.581 -11.557 -11.571 -12.009 -12.473 -12.822 
13.96552 1.277 -7.850 -10.303 -11.392 -11.394 -11.334 -11.809 -12.459 -12.764 
14.48276 2.204 -7.125 -10.100 -11.099 -11.286 -11.171 -11.681 -12.324 -12.707 
15.00000 2.204 -6.811 -9.588 -10.705 -10.969 -10.975 -11.374 -12.040 -12.348 
