# t[days] Lbol[erg/s]
0.51724 9.90673e+40
1.03448 9.90673e+40
1.55172 3.84657e+40
2.06897 1.63251e+40
2.58621 9.66191e+39
3.10345 6.35492e+39
3.62069 4.54788e+39
4.13793 3.30491e+39
4.65517 2.56751e+39
5.17241 2.09155e+39
5.68966 1.67035e+39
6.20690 1.33201e+39
6.72414 1.15987e+39
7.24138 9.90608e+38
7.75862 8.20872e+38
8.27586 7.17456e+38
8.79310 6.23227e+38
9.31034 5.63564e+38
9.82759 4.79984e+38
10.34483 4.08799e+38
10.86207 3.48171e+38
11.37931 2.96535e+38
11.89655 2.52557e+38
12.41379 2.15101e+38
12.93103 1.83200e+38
13.44828 1.56031e+38
13.96552 1.32890e+38
14.48276 1.13182e+38
15.00000 9.63961e+37
