# t[days] u g r i z y J H K
0.51724 -14.149 -14.925 -15.118 -15.344 -14.674 -15.468 -15.718 -14.107 -14.445 
1.03448 -14.619 -15.966 -16.510 -16.862 -16.948 -16.897 -16.222 -15.939 -14.969 
1.55172 -14.619 -16.018 -16.961 -17.434 -17.442 -17.526 -17.185 -16.746 -16.363 
2.06897 -14.297 -16.018 -16.961 -17.434 -17.442 -17.526 -17.308 -17.045 -16.703 
2.58621 -13.565 -15.519 -16.653 -17.068 -17.159 -17.309 -17.308 -17.045 -16.707 
3.10345 -12.641 -14.887 -16.133 -16.734 -16.914 -17.119 -17.031 -16.954 -16.718 
3.62069 -11.752 -14.525 -15.842 -16.303 -16.604 -16.773 -16.923 -16.837 -16.718 
4.13793 -10.747 -13.664 -15.160 -15.897 -16.184 -16.440 -16.679 -16.661 -16.653 
4.65517 -10.173 -13.295 -14.698 -15.451 -15.861 -16.119 -16.482 -16.461 -16.322 
5.17241 -9.537 -12.605 -14.230 -15.078 -15.391 -15.764 -16.095 -16.246 -16.200 
5.68966 -8.832 -12.112 -13.702 -14.587 -14.993 -15.496 -15.889 -16.010 -16.018 
6.20690 -8.042 -11.768 -13.290 -14.164 -14.677 -15.051 -15.628 -15.908 -15.888 
6.72414 -7.219 -11.221 -12.889 -13.793 -14.320 -14.719 -15.216 -15.629 -15.759 
7.24138 -7.121 -10.726 -12.633 -13.391 -14.078 -14.492 -15.051 -15.395 -15.634 
7.75862 -6.582 -10.347 -12.197 -13.038 -13.579 -14.071 -14.776 -15.276 -15.399 
8.27586 -6.463 -9.894 -11.803 -12.684 -13.322 -13.768 -14.518 -15.105 -15.260 
8.79310 -5.273 -9.542 -11.465 -12.289 -13.029 -13.458 -14.177 -14.852 -15.146 
9.31034 -4.523 -8.954 -11.047 -12.023 -12.700 -13.038 -14.039 -14.636 -14.987 
9.82759 -3.268 -8.623 -10.726 -11.670 -12.333 -12.806 -13.839 -14.483 -14.900 
10.34483 -2.555 -8.198 -10.230 -11.420 -12.005 -12.605 -13.629 -14.328 -14.746 
10.86207 -2.506 -7.738 -9.912 -10.857 -11.490 -12.063 -13.278 -14.120 -14.495 
11.37931 -2.238 -7.112 -9.521 -10.638 -11.373 -12.003 -12.965 -13.936 -14.427 
11.89655 0.590 -7.093 -9.174 -10.535 -11.173 -11.620 -12.849 -13.891 -14.388 
12.41379 1.613 -6.631 -8.944 -10.203 -10.836 -11.475 -12.609 -13.690 -14.218 
12.93103 2.636 -5.384 -8.292 -9.908 -10.789 -11.234 -12.371 -13.468 -14.136 
13.44828 3.659 -4.940 -7.828 -9.242 -10.240 -10.745 -12.289 -13.344 -14.007 
13.96552 4.681 -4.940 -7.633 -9.169 -9.809 -10.454 -12.142 -13.154 -13.879 
14.48276 5.704 -4.505 -6.909 -9.024 -9.343 -10.296 -11.670 -13.016 -13.792 
15.00000 5.704 -3.893 -6.598 -7.943 -8.854 -9.819 -11.516 -12.808 -13.588 
