# t[days] Lbol[erg/s]
0.51724 6.45766e+40
1.03448 2.01689e+41
1.55172 2.28316e+41
2.06897 2.28316e+41
2.58621 2.21724e+41
3.10345 2.09384e+41
3.62069 1.86615e+41
4.13793 1.61665e+41
4.65517 1.36827e+41
5.17241 1.20624e+41
5.68966 9.82158e+40
6.20690 8.52283e+40
6.72414 6.77649e+40
7.24138 5.68530e+40
7.75862 4.98950e+40
8.27586 4.24170e+40
8.79310 3.56581e+40
9.31034 3.14191e+40
9.82759 2.65240e+40
10.34483 2.23917e+40
10.86207 1.89031e+40
11.37931 1.59580e+40
11.89655 1.34718e+40
12.41379 1.13729e+40
12.93103 9.60103e+39
13.44828 8.10521e+39
13.96552 6.84244e+39
14.48276 5.77640e+39
15.00000 4.87645e+39
