# t[days] Lbol[erg/s]
0.51724 3.83822e+41
1.03448 7.99239e+41
1.55172 9.95816e+41
2.06897 1.15659e+42
2.58621 1.15659e+42
3.10345 1.05456e+42
3.62069 9.82198e+41
4.13793 8.20109e+41
4.65517 6.77015e+41
5.17241 5.67845e+41
5.68966 4.80670e+41
6.20690 3.96671e+41
6.72414 3.31308e+41
7.24138 2.79687e+41
7.75862 2.35318e+41
8.27586 2.03400e+41
8.79310 1.77259e+41
9.31034 1.48958e+41
9.82759 1.31216e+41
10.34483 1.15587e+41
10.86207 1.01819e+41
11.37931 8.96919e+40
11.89655 7.90088e+40
12.41379 6.95982e+40
12.93103 6.13085e+40
13.44828 5.40061e+40
13.96552 4.75736e+40
14.48276 4.19071e+40
15.00000 3.69157e+40
