# t[days] u g r i z y J H K
0.51724 -11.740 -12.478 -12.991 -13.482 -12.946 -12.062 -12.770 -12.165 -11.495 
1.03448 -11.740 -13.272 -14.378 -15.023 -14.767 -14.644 -14.044 -13.912 -13.641 
1.55172 -11.633 -13.272 -14.728 -15.352 -15.249 -14.689 -14.423 -14.150 -13.970 
2.06897 -11.336 -13.272 -14.728 -15.352 -15.249 -14.644 -14.423 -14.150 -14.335 
2.58621 -10.795 -13.221 -14.654 -15.215 -14.951 -14.506 -13.847 -14.074 -14.335 
3.10345 -10.440 -13.155 -14.458 -14.932 -14.451 -14.045 -13.428 -13.778 -13.920 
3.62069 -9.940 -12.779 -14.061 -14.472 -14.064 -13.362 -13.131 -13.206 -13.609 
4.13793 -9.342 -12.342 -13.763 -14.029 -13.554 -12.880 -12.517 -12.608 -13.058 
4.65517 -8.709 -11.963 -13.387 -13.718 -13.336 -12.735 -12.085 -12.483 -12.657 
5.17241 -8.170 -11.644 -13.052 -13.335 -12.933 -12.207 -12.048 -12.370 -12.426 
5.68966 -7.679 -11.242 -12.669 -13.025 -12.585 -12.187 -12.039 -12.081 -12.255 
6.20690 -7.330 -10.894 -12.430 -12.835 -12.533 -11.915 -11.719 -12.054 -12.231 
6.72414 -6.593 -10.590 -12.155 -12.459 -12.152 -11.771 -11.650 -11.926 -12.231 
7.24138 -6.180 -10.205 -11.794 -12.244 -11.903 -11.655 -11.643 -11.900 -12.165 
7.75862 -5.631 -9.895 -11.575 -11.927 -11.819 -11.495 -11.597 -11.900 -12.118 
8.27586 -5.167 -9.540 -11.282 -11.760 -11.634 -11.382 -11.545 -11.900 -12.079 
8.79310 -4.298 -9.076 -10.946 -11.591 -11.443 -11.204 -11.444 -11.847 -11.980 
9.31034 -4.113 -8.725 -10.688 -11.280 -11.265 -10.962 -11.297 -11.790 -11.980 
9.82759 -3.532 -8.211 -10.327 -11.054 -10.833 -10.872 -11.101 -11.787 -12.009 
10.34483 -3.210 -7.998 -9.935 -10.719 -10.674 -10.504 -11.044 -11.648 -12.009 
10.86207 -1.047 -7.457 -9.548 -10.348 -10.613 -10.368 -10.732 -11.648 -11.985 
11.37931 -1.047 -7.186 -9.229 -10.112 -10.062 -10.053 -10.657 -11.506 -11.960 
11.89655 -1.042 -6.538 -8.948 -9.933 -9.969 -9.956 -10.501 -11.410 -11.781 
12.41379 0.387 -6.015 -8.658 -9.417 -9.820 -9.661 -10.472 -11.209 -11.713 
12.93103 1.171 -5.837 -8.168 -9.110 -9.393 -9.299 -10.251 -11.207 -11.652 
13.44828 1.955 -4.940 -7.821 -8.547 -9.094 -9.185 -10.081 -11.054 -11.606 
13.96552 2.739 -4.339 -7.426 -8.379 -8.619 -8.804 -9.879 -10.908 -11.567 
14.48276 3.523 -4.029 -6.741 -8.211 -8.486 -8.730 -9.638 -10.748 -11.493 
15.00000 3.523 -3.186 -6.690 -7.805 -8.220 -8.360 -9.316 -10.513 -11.112 
