# t[days] Lbol[erg/s]
0.51724 1.01300e+41
1.03448 6.06277e+41
1.55172 8.60600e+41
2.06897 8.60600e+41
2.58621 7.26959e+41
3.10345 6.04440e+41
3.62069 4.76847e+41
4.13793 3.63211e+41
4.65517 2.80386e+41
5.17241 1.95625e+41
5.68966 1.54764e+41
6.20690 1.24961e+41
6.72414 1.05547e+41
7.24138 8.47139e+40
7.75862 7.25802e+40
8.27586 6.04762e+40
8.79310 5.33347e+40
9.31034 4.50973e+40
9.82759 4.12760e+40
10.34483 3.77784e+40
10.86207 3.45773e+40
11.37931 3.16473e+40
11.89655 2.89657e+40
12.41379 2.65113e+40
12.93103 2.42648e+40
13.44828 2.22087e+40
13.96552 2.03269e+40
14.48276 1.86045e+40
15.00000 1.70280e+40
