# t[days] u g r i z y J H K
0.51724 -11.799 -12.942 -14.196 -13.908 -13.831 -12.096 -13.630 -10.506 -6.963 
1.03448 -14.150 -15.120 -15.551 -15.958 -15.389 -15.564 -14.927 -15.250 -13.962 
1.55172 -14.150 -15.120 -16.008 -16.589 -16.613 -16.407 -15.971 -15.977 -15.380 
2.06897 -13.796 -15.029 -16.085 -16.733 -16.785 -16.933 -16.671 -16.350 -16.078 
2.58621 -13.382 -14.802 -16.008 -16.736 -16.984 -16.940 -16.852 -16.568 -16.138 
3.10345 -12.671 -14.799 -15.952 -16.733 -16.984 -16.940 -16.852 -16.597 -16.283 
3.62069 -12.178 -14.323 -15.769 -16.541 -16.870 -16.936 -16.813 -16.606 -16.381 
4.13793 -11.654 -14.101 -15.518 -16.416 -16.785 -16.651 -16.651 -16.606 -16.283 
4.65517 -11.114 -13.750 -15.234 -16.238 -16.427 -16.402 -16.378 -16.514 -16.278 
5.17241 -10.436 -13.433 -15.045 -15.998 -16.315 -16.275 -16.263 -16.454 -16.218 
5.68966 -10.107 -13.159 -14.817 -15.700 -15.927 -15.778 -16.014 -16.063 -16.157 
6.20690 -9.298 -12.684 -14.573 -15.376 -15.633 -15.652 -15.800 -16.054 -16.106 
6.72414 -8.795 -12.307 -14.150 -15.093 -15.360 -15.459 -15.638 -15.876 -15.970 
7.24138 -8.351 -11.878 -13.754 -14.749 -15.108 -14.968 -15.434 -15.785 -15.768 
7.75862 -7.290 -11.653 -13.506 -14.337 -14.692 -14.649 -15.096 -15.521 -15.723 
8.27586 -7.222 -11.184 -13.130 -14.060 -14.241 -14.447 -14.867 -15.361 -15.616 
8.79310 -6.639 -10.998 -12.915 -13.787 -13.889 -14.060 -14.634 -15.014 -15.366 
9.31034 -6.363 -10.682 -12.608 -13.545 -13.650 -13.783 -14.320 -14.984 -15.224 
9.82759 -5.350 -10.239 -12.334 -13.242 -13.528 -13.510 -14.092 -14.785 -15.097 
10.34483 -5.286 -9.854 -12.154 -12.965 -13.271 -13.259 -13.984 -14.504 -14.913 
10.86207 -4.988 -9.678 -11.809 -12.644 -13.003 -13.137 -13.816 -14.435 -14.742 
11.37931 -4.179 -9.547 -11.653 -12.528 -12.691 -12.758 -13.550 -14.203 -14.684 
11.89655 -3.941 -9.284 -11.376 -12.454 -12.418 -12.697 -13.284 -14.000 -14.528 
12.41379 -3.694 -8.413 -10.991 -12.025 -12.356 -12.338 -13.005 -13.889 -14.352 
12.93103 -3.267 -8.358 -10.869 -11.856 -12.356 -12.027 -12.966 -13.846 -14.348 
13.44828 -1.665 -8.184 -10.683 -11.636 -11.821 -11.948 -12.697 -13.606 -14.290 
13.96552 -0.507 -7.374 -10.337 -11.516 -11.548 -11.823 -12.562 -13.509 -14.077 
14.48276 0.824 -7.352 -10.187 -11.158 -11.533 -11.512 -12.244 -13.333 -13.958 
15.00000 0.824 -6.952 -9.857 -10.898 -11.324 -11.461 -12.221 -13.055 -13.735 
