# t[days] Lbol[erg/s]
0.51724 3.40023e+41
1.03448 9.61284e+41
1.55172 9.61284e+41
2.06897 8.95842e+41
2.58621 6.60239e+41
3.10345 4.75790e+41
3.62069 3.31871e+41
4.13793 2.40381e+41
4.65517 1.77064e+41
5.17241 1.28615e+41
5.68966 9.95009e+40
6.20690 7.81900e+40
6.72414 6.32509e+40
7.24138 5.07915e+40
7.75862 4.33227e+40
8.27586 3.70157e+40
8.79310 3.05550e+40
9.31034 2.60291e+40
9.82759 2.32938e+40
10.34483 2.08459e+40
10.86207 1.86553e+40
11.37931 1.66948e+40
11.89655 1.49404e+40
12.41379 1.33704e+40
12.93103 1.19653e+40
13.44828 1.07079e+40
13.96552 9.58268e+39
14.48276 8.57566e+39
15.00000 7.67447e+39
