# t[days] Lbol[erg/s]
0.51724 5.79213e+40
1.03448 2.32958e+41
1.55172 4.71188e+41
2.06897 4.71188e+41
2.58621 4.33879e+41
3.10345 3.58552e+41
3.62069 2.76598e+41
4.13793 2.07537e+41
4.65517 1.60586e+41
5.17241 1.17887e+41
5.68966 8.33212e+40
6.20690 6.33443e+40
6.72414 4.83459e+40
7.24138 3.99157e+40
7.75862 3.29195e+40
8.27586 2.89549e+40
8.79310 2.52674e+40
9.31034 2.22980e+40
9.82759 1.88693e+40
10.34483 1.59679e+40
10.86207 1.35126e+40
11.37931 1.14348e+40
11.89655 9.67653e+39
12.41379 8.18862e+39
12.93103 6.92949e+39
13.44828 5.86398e+39
13.96552 4.96230e+39
14.48276 4.19927e+39
15.00000 3.55357e+39
