# t[days] Lbol[erg/s]
0.51724 2.17305e+41
1.03448 5.84301e+41
1.55172 6.77614e+41
2.06897 6.77614e+41
2.58621 5.99018e+41
3.10345 5.03133e+41
3.62069 3.76192e+41
4.13793 2.96207e+41
4.65517 2.35064e+41
5.17241 1.80436e+41
5.68966 1.46855e+41
6.20690 1.24769e+41
6.72414 1.00239e+41
7.24138 8.56945e+40
7.75862 7.20676e+40
8.27586 6.03610e+40
8.79310 5.27882e+40
9.31034 4.57051e+40
9.82759 3.82316e+40
10.34483 3.19800e+40
10.86207 2.67508e+40
11.37931 2.23765e+40
11.89655 1.87176e+40
12.41379 1.56569e+40
12.93103 1.30968e+40
13.44828 1.09552e+40
13.96552 9.16386e+39
14.48276 7.66541e+39
15.00000 6.41198e+39
