# t[days] Lbol[erg/s]
0.51724 9.73997e+40
1.03448 3.85809e+41
1.55172 4.59976e+41
2.06897 4.59976e+41
2.58621 4.45144e+41
3.10345 4.24441e+41
3.62069 3.74967e+41
4.13793 3.44156e+41
4.65517 3.07723e+41
5.17241 2.60913e+41
5.68966 2.25653e+41
6.20690 1.84646e+41
6.72414 1.65519e+41
7.24138 1.43033e+41
7.75862 1.18726e+41
8.27586 1.02306e+41
8.79310 8.65343e+40
9.31034 8.25665e+40
9.82759 7.01073e+40
10.34483 5.95283e+40
10.86207 5.05455e+40
11.37931 4.29183e+40
11.89655 3.64420e+40
12.41379 3.09430e+40
12.93103 2.62737e+40
13.44828 2.23091e+40
13.96552 1.89427e+40
14.48276 1.60842e+40
15.00000 1.36572e+40
