# t[days] Lbol[erg/s]
0.51724 1.29908e+41
1.03448 5.69559e+41
1.55172 9.94799e+41
2.06897 9.94799e+41
2.58621 9.40931e+41
3.10345 7.68627e+41
3.62069 6.30101e+41
4.13793 4.78757e+41
4.65517 3.72192e+41
5.17241 2.86585e+41
5.68966 2.26215e+41
6.20690 1.71945e+41
6.72414 1.33247e+41
7.24138 1.06257e+41
7.75862 8.82930e+40
8.27586 7.14891e+40
8.79310 5.81316e+40
9.31034 5.02376e+40
9.82759 4.48035e+40
10.34483 3.99572e+40
10.86207 3.56351e+40
11.37931 3.17805e+40
11.89655 2.83429e+40
12.41379 2.52771e+40
12.93103 2.25429e+40
13.44828 2.01045e+40
13.96552 1.79298e+40
14.48276 1.59904e+40
15.00000 1.42608e+40
