# t[days] Lbol[erg/s]
0.51724 2.77306e+41
1.03448 6.64817e+41
1.55172 8.05265e+41
2.06897 8.25730e+41
2.58621 8.25730e+41
3.10345 6.87116e+41
3.62069 5.64722e+41
4.13793 4.26494e+41
4.65517 3.23226e+41
5.17241 2.52528e+41
5.68966 2.02030e+41
6.20690 1.58435e+41
6.72414 1.29286e+41
7.24138 1.09222e+41
7.75862 9.08253e+40
8.27586 7.49447e+40
8.79310 6.38194e+40
9.31034 5.78033e+40
9.82759 4.67998e+40
10.34483 3.78909e+40
10.86207 3.06780e+40
11.37931 2.48381e+40
11.89655 2.01099e+40
12.41379 1.62818e+40
12.93103 1.31823e+40
13.44828 1.06729e+40
13.96552 8.64123e+39
14.48276 6.99627e+39
15.00000 5.66446e+39
