# t[days] Lbol[erg/s]
0.51724 3.71872e+40
1.03448 1.78184e+41
1.55172 2.96237e+41
2.06897 3.07176e+41
2.58621 3.07176e+41
3.10345 2.73870e+41
3.62069 2.27711e+41
4.13793 1.65763e+41
4.65517 1.31853e+41
5.17241 9.86674e+40
5.68966 7.62811e+40
6.20690 5.95982e+40
6.72414 4.48124e+40
7.24138 3.72455e+40
7.75862 3.09560e+40
8.27586 2.61904e+40
8.79310 2.25799e+40
9.31034 2.07854e+40
9.82759 1.78376e+40
10.34483 1.53079e+40
10.86207 1.31369e+40
11.37931 1.12738e+40
11.89655 9.67497e+39
12.41379 8.30286e+39
12.93103 7.12535e+39
13.44828 6.11483e+39
13.96552 5.24762e+39
14.48276 4.50340e+39
15.00000 3.86472e+39
