# t[days] Lbol[erg/s]
0.51724 5.11606e+40
1.03448 1.51637e+41
1.55172 1.51637e+41
2.06897 1.11288e+41
2.58621 1.02042e+41
3.10345 9.06863e+40
3.62069 8.30369e+40
4.13793 8.27436e+40
4.65517 7.84453e+40
5.17241 6.49852e+40
5.68966 6.38383e+40
6.20690 5.76945e+40
6.72414 4.82918e+40
7.24138 4.20870e+40
7.75862 3.94631e+40
8.27586 3.49099e+40
8.79310 2.94866e+40
9.31034 2.41725e+40
9.82759 2.16661e+40
10.34483 1.94196e+40
10.86207 1.74060e+40
11.37931 1.56013e+40
11.89655 1.39836e+40
12.41379 1.25337e+40
12.93103 1.12341e+40
13.44828 1.00693e+40
13.96552 9.02521e+39
14.48276 8.08941e+39
15.00000 7.25064e+39
