# t[days] u g r i z y J H K
0.51724 -10.887 -11.260 -12.659 -13.573 -10.222 -11.217 -12.542 -11.530 -11.754 
1.03448 -13.518 -14.231 -14.551 -15.038 -15.004 -14.486 -14.635 -14.855 -13.779 
1.55172 -13.706 -14.613 -15.517 -16.036 -16.245 -16.209 -15.610 -15.345 -14.840 
2.06897 -13.706 -14.613 -15.517 -16.117 -16.409 -16.502 -16.115 -15.651 -15.637 
2.58621 -13.140 -14.154 -15.260 -16.117 -16.420 -16.530 -16.623 -15.937 -15.752 
3.10345 -12.762 -14.062 -15.236 -15.931 -16.415 -16.649 -16.623 -16.236 -16.080 
3.62069 -11.935 -13.538 -14.837 -15.890 -16.415 -16.649 -16.557 -16.373 -16.080 
4.13793 -11.384 -13.295 -14.777 -15.776 -16.214 -16.375 -16.456 -16.373 -16.080 
4.65517 -10.552 -12.759 -14.688 -15.585 -16.081 -16.287 -16.331 -16.348 -16.125 
5.17241 -10.078 -12.676 -14.377 -15.391 -15.917 -16.073 -16.285 -16.278 -16.125 
5.68966 -10.025 -12.511 -14.117 -15.040 -15.431 -15.775 -16.007 -16.122 -16.060 
6.20690 -9.819 -11.995 -13.737 -14.818 -15.296 -15.567 -15.888 -16.024 -16.033 
6.72414 -8.019 -11.595 -13.569 -14.570 -15.040 -15.409 -15.588 -15.884 -15.969 
7.24138 -7.521 -11.421 -13.301 -14.331 -14.640 -14.916 -15.481 -15.761 -15.954 
7.75862 -7.131 -10.883 -12.896 -14.024 -14.467 -14.688 -15.327 -15.641 -15.770 
8.27586 -6.513 -10.594 -12.484 -13.638 -14.127 -14.482 -15.066 -15.572 -15.726 
8.79310 -5.601 -10.409 -12.222 -13.499 -13.994 -14.089 -14.829 -15.222 -15.529 
9.31034 -5.474 -10.016 -11.983 -12.996 -13.499 -13.936 -14.607 -15.094 -15.283 
9.82759 -3.933 -9.428 -11.656 -12.978 -13.275 -13.421 -14.245 -15.062 -15.234 
10.34483 -3.867 -9.070 -11.541 -12.731 -13.074 -13.143 -14.218 -14.831 -15.234 
10.86207 -3.684 -8.819 -11.147 -12.279 -12.773 -13.101 -13.915 -14.733 -15.188 
11.37931 -2.108 -8.639 -10.959 -12.056 -12.535 -12.684 -13.817 -14.500 -14.779 
11.89655 -2.108 -8.214 -10.471 -11.973 -12.381 -12.471 -13.669 -14.424 -14.743 
12.41379 -1.705 -7.632 -10.198 -11.413 -12.106 -12.229 -13.315 -14.094 -14.699 
12.93103 0.551 -7.612 -10.024 -11.336 -11.949 -12.015 -13.075 -14.049 -14.518 
13.44828 1.448 -7.488 -9.932 -11.140 -11.775 -11.909 -12.882 -13.936 -14.314 
13.96552 2.345 -6.919 -9.642 -10.895 -11.354 -11.753 -12.654 -13.633 -14.190 
14.48276 3.242 -6.436 -9.309 -10.615 -11.210 -11.195 -12.589 -13.541 -14.052 
15.00000 3.242 -5.856 -9.123 -10.327 -10.947 -10.812 -12.383 -13.382 -14.024 
