# t[days] Lbol[erg/s]
0.51724 8.12401e+40
1.03448 1.71770e+41
1.55172 2.73186e+41
2.06897 2.73186e+41
2.58621 2.62639e+41
3.10345 2.31030e+41
3.62069 2.15092e+41
4.13793 2.09612e+41
4.65517 2.00417e+41
5.17241 1.77998e+41
5.68966 1.70921e+41
6.20690 1.62410e+41
6.72414 1.39701e+41
7.24138 1.32272e+41
7.75862 1.14021e+41
8.27586 9.97955e+40
8.79310 8.95911e+40
9.31034 7.75804e+40
9.82759 7.22900e+40
10.34483 6.73603e+40
10.86207 6.27668e+40
11.37931 5.84865e+40
11.89655 5.44981e+40
12.41379 5.07817e+40
12.93103 4.73187e+40
13.44828 4.40919e+40
13.96552 4.10851e+40
14.48276 3.82834e+40
15.00000 3.56727e+40
